Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_010443.5	121143	186783	1	minus	constitutive coactivator of peroxisome proliferator-activated receptor gamma isoform X1	FAM120B	100620583	protein-coding	XM_021085502.1	XP_020941161.1	899	
NC_010443.5	198815	211346	1	plus	delta-like protein 1 isoform X1	DLL1	100620481	protein-coding	XM_003353151.4	XP_003353199.2	729	
NC_010443.5	224713	228650	1	minus	uncharacterized protein LOC110259813	LOC110259813	110259813	protein-coding	XM_021085535.1	XP_020941194.1	253	
NC_010443.5	285791	301054	1	plus	uncharacterized LOC110259814	LOC110259814	110259814	lncRNA	XR_002342130.1			
NC_010443.5	350322	352716	1	plus	uncharacterized LOC106508781	LOC106508781	106508781	lncRNA	XR_001305810.2			
NC_010443.5	379695	386482	1	minus	formin-like protein 5	LOC110259815	110259815	protein-coding	XM_021085546.1	XP_020941205.1	359	
NC_010443.5	393424	399529	1	plus	uncharacterized LOC110259816, transcript variant X2	LOC110259816	110259816	lncRNA	XR_002342131.1			
NC_010443.5	463328	466766	1	plus	uncharacterized LOC110259817	LOC110259817	110259817	lncRNA	XR_002342133.1			
NC_010443.5	513364	540948	1	minus	endoplasmic reticulum membrane-associated RNA degradation protein isoform X1	ERMARD	100512199	protein-coding	XM_021085566.1	XP_020941225.1	692	
NC_010443.5	541010	552018	1	plus	tctex1 domain-containing protein 3	TCTE3	102162319	protein-coding	XM_021085664.1	XP_020941323.1	194	
NC_010443.5	555649	576781	1	plus	PHD finger protein 10 isoform X2	PHF10	100511109	protein-coding	XM_005659097.3	XP_005659154.2	449	
NC_010443.5	575718	578441	1	minus	UPF0669 protein C6orf120 homolog	C1H6orf120	100736828	protein-coding	XM_003480211.4	XP_003480259.1	184	
NC_010443.5	578491	720106	1	plus	WD repeat-containing protein 27	WDR27	100736968	protein-coding	XM_021085668.1	XP_020941327.1	889	
NC_010443.5	854473	882467	1	plus	thrombospondin-2 isoform X1	THBS2	100153940	protein-coding	XM_013992422.2	XP_013847876.1	1188	
NC_010443.5	919549	926051	1	minus	uncharacterized LOC110259818	LOC110259818	110259818	lncRNA	XR_002342144.1			
NC_010443.5	1013707	1013802	1	minus	microRNA 9815	MIR9815	104796093	miRNA	NR_128500.1			
NC_010443.5	1193163	1332739	1	minus	SPARC-related modular calcium-binding protein 2 isoform X1	SMOC2	100737228	protein-coding	XM_021085688.1	XP_020941347.1	492	
NC_010443.5	1379907	1383541	1	plus	uncharacterized LOC110259819	LOC110259819	110259819	lncRNA	XR_002342146.1			
NC_010443.5	1413892	1424015	1	plus	dapper homolog 2	DACT2	100512933	protein-coding	XM_005659107.3	XP_005659164.2	748	
NC_010443.5	1507123	1521669	1	plus	FERM domain-containing protein 1 isoform X2	FRMD1	100514201	protein-coding	XM_005654323.3	XP_005654380.2	491	
NC_010443.5	1527425	1566107	1	minus	kinesin-like protein KIF25 isoform X1	KIF25	100514019	protein-coding	XM_021085734.1	XP_020941393.1	614	
NC_010443.5	1569652	1698475	1	minus	afadin isoform X1	AFDN	100514741	protein-coding	XM_013984267.2	XP_013839721.1	1830	
NC_010443.5	1665568	1665643	1	minus	microRNA 9824	MIR9824	104796099	miRNA	NR_128509.1			
NC_010443.5	1751921	1769373	1	plus	uncharacterized LOC102166504	LOC102166504	102166504	lncRNA	XR_001301501.2			
NC_010443.5	1814771	1815964	1	minus	uncharacterized LOC106506295	LOC106506295	106506295	lncRNA	XR_001301502.2			
NC_010443.5	1816683	1835173	1	plus	uncharacterized protein LOC106506286 isoform X1	LOC106506286	106506286	protein-coding	XM_013984321.2	XP_013839775.1	168	
NC_010443.5	1874425	1880729	1	plus	uncharacterized LOC106506296	LOC106506296	106506296	lncRNA	XR_002342170.1			
NC_010443.5	1920736	1970090	1	plus	protein unc-93 homolog A isoform X1	UNC93A	100514930	protein-coding	XM_021085895.1	XP_020941554.1	525	
NC_010443.5	1974295	1977836	1	plus	LOW QUALITY PROTEIN: probable tubulin polyglutamylase TTLL2	TTLL2	100626334	protein-coding	XM_021073678.1	XP_020929337.1	475	
NC_010443.5	1982111	1999232	1	minus	T-complex protein 10A homolog 2 isoform X1	TCP10L2	102162648	protein-coding	XM_021086007.1	XP_020941666.1	423	
NC_010443.5	2002241	2008114	1	plus	12-(S)-hydroxy-5,8,10,14-eicosatetraenoic acid receptor	GPR31	106508604	protein-coding	XM_021086048.1	XP_020941707.1	318	
NC_010443.5	2016600	2034172	1	minus	C-C chemokine receptor type 6	CCR6	100624245	protein-coding	XM_021086056.1	XP_020941715.1	296	
NC_010443.5	2093329	2120832	1	minus	FGFR1 oncogene partner isoform X2	FGFR1OP	100153548	protein-coding	XM_001926910.5	XP_001926945.2	378	
NC_010443.5	2120936	2128724	1	plus	uncharacterized LOC102157461, transcript variant X3	LOC102157461	102157461	lncRNA	XR_002342223.1			
NC_010443.5	2146707	2164768	1	plus	ribonuclease T2	RNASET2	100157985	protein-coding	XM_001928085.5	XP_001928120.2	250	
NC_010443.5	2203825	2522604	1	plus	LOW QUALITY PROTEIN: ribosomal protein S6 kinase alpha-2	RPS6KA2	100515286	protein-coding	XM_021086109.1	XP_020941768.1	758	
NC_010443.5	2541475	2552864	1	plus	mitochondrial pyruvate carrier 1	MPC1	100513634	protein-coding	NM_001244864.1	NP_001231793.1	109	
NC_010443.5	2576815	2593516	1	plus	SFT2 domain containing 1	SFT2D1	100513321	protein-coding	NM_001244534.1	NP_001231463.1	159	
NC_010443.5	2600779	2604733	1	plus	LOW QUALITY PROTEIN: proline-rich protein 18	PRR18	100623263	protein-coding	XM_021086118.1	XP_020941777.1	366	
NC_010443.5	2623516	2706416	1	plus	uncharacterized LOC102157949, transcript variant X5	LOC102157949	102157949	lncRNA	XR_002342236.1			
NC_010443.5	2709294	2710879	1	plus	uncharacterized gene	LOC110256928	110256928	pseudogene				
NC_010443.5	2717165	2725561	1	plus	brachyury protein isoform X1	T	397450	protein-coding	XM_021074772.1	XP_020930431.1	435	
NC_010443.5	2775768	2782866	1	minus	uncharacterized LOC110259852, transcript variant X2	LOC110259852	110259852	lncRNA	XR_002342241.1			
NC_010443.5	2826866	3040744	1	plus	classical arabinogalactan protein 7-like	LOC110256592	110256592	protein-coding	XM_021071824.1	XP_020927483.1	113	
NC_010443.5	2893742	2893818	1	plus	microRNA 9831	MIR9831	104796103	miRNA	NR_128518.1			
NC_010443.5	3120418	3394236	1	plus	LOW QUALITY PROTEIN: cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A	PDE10A	100154378	protein-coding	XM_021071805.1	XP_020927464.1	794	
NC_010443.5	3403704	3426919	1	plus	chromosome 1 C6orf118 homolog	C1H6orf118	100157121	misc_RNA	XR_001305834.2			
NC_010443.5	3755907	3768854	1	plus	uncharacterized LOC106508791, transcript variant X2	LOC106508791	106508791	lncRNA	XR_001305838.2			
NC_010443.5	4252969	4263990	1	plus	uncharacterized LOC102165158, transcript variant X3	LOC102165158	102165158	lncRNA	XR_300603.3			
NC_010443.5	4320925	4324308	1	plus	uncharacterized LOC102165231	LOC102165231	102165231	lncRNA	XR_300604.3			
NC_010443.5	4602324	4605142	1	minus	uncharacterized LOC110256930	LOC110256930	110256930	lncRNA	XR_002339016.1			
NC_010443.5	4607518	4625613	1	minus	uncharacterized LOC110259867	LOC110259867	110259867	lncRNA	XR_002342272.1			
NC_010443.5	4732575	4883386	1	minus	QKI, KH domain containing RNA binding	QKI	492277	protein-coding	NM_001007195.1	NP_001007196.1	341	
NC_010443.5	4888484	4896318	1	plus	uncharacterized LOC106506356	LOC106506356	106506356	lncRNA	XR_001301609.2			
NC_010443.5	4915995	4922261	1	plus	uncharacterized LOC110259875	LOC110259875	110259875	lncRNA	XR_002342275.1			
NC_010443.5	4944881	4950274	1	plus	uncharacterized LOC110259878	LOC110259878	110259878	lncRNA	XR_002342280.1			
NC_010443.5	4964686	5465258	1	minus	parkin coregulated gene protein	PACRG	106506364	protein-coding	XM_021071855.1	XP_020927514.1	257	
NC_010443.5	5072128	5083744	1	plus	uncharacterized LOC106508449	LOC106508449	106508449	lncRNA	XR_001305307.2			
NC_010443.5	5698508	6731132	1	plus	parkin RBR E3 ubiquitin protein ligase	PRKN	733673	protein-coding	NM_001044603.2	NP_001038068.2	461	
NC_010443.5	6124535	6138005	1	plus	uncharacterized LOC110256593	LOC110256593	110256593	lncRNA	XR_002338274.1			
NC_010443.5	6746588	6748970	1	plus	uncharacterized gene	LOC110256594	110256594	pseudogene				
NC_010443.5	6761734	6883555	1	plus	1-acylglycerol-3-phosphate O-acyltransferase 4	AGPAT4	100156632	protein-coding	NM_001143697.1	NP_001137169.1	378	
NC_010443.5	6891255	7049784	1	minus	mitogen-activated protein kinase kinase kinase 4 isoform X1	MAP3K4	100154202	protein-coding	XM_021086224.1	XP_020941883.1	1603	
NC_010443.5	7058794	7061295	1	minus	uncharacterized LOC106508795	LOC106508795	106508795	lncRNA	XR_001305845.2			
NC_010443.5	7062399	7109521	1	plus	plasminogen	PLG	733660	protein-coding	NM_001044590.2	NP_001038055.1	809	
NC_010443.5	7105486	7207395	1	minus	solute carrier family 22 member 3 isoform X1	SLC22A3	100142677	protein-coding	XM_003121106.4	XP_003121154.1	558	
NC_010443.5	7207565	7216482	1	plus	uncharacterized LOC106508794, transcript variant X1	LOC106508794	106508794	lncRNA	XR_001305844.2			
NC_010443.5	7289278	7323418	1	plus	solute carrier family 22 (organic cation transporter), member 2	SLC22A2	396936	protein-coding	NM_213902.1	NP_999067.1	554	
NC_010443.5	7306696	7309868	1	minus	uncharacterized LOC102165795	LOC102165795	102165795	lncRNA	XR_002342305.1			
NC_010443.5	7339328	7340621	1	plus	uncharacterized LOC110259889	LOC110259889	110259889	lncRNA	XR_002342306.1			
NC_010443.5	7340442	7365543	1	minus	solute carrier family 22 member 1	SLC22A1	397049	protein-coding	NM_001348975.1	NP_001335904.1	555	
NC_010443.5	7369485	7472480	1	minus	insulin like growth factor 2 receptor	IGF2R	397214	protein-coding	NM_001244473.1	NP_001231402.1	2488	
NC_010443.5	7488344	7504318	1	minus	uncharacterized LOC102166961, transcript variant X1	LOC102166961	102166961	lncRNA	XR_001305846.2			
NC_010443.5	7527566	7542110	1	minus	proto-oncogene Mas	MAS1	100522470	protein-coding	XM_003121114.4	XP_003121162.1	325	
NC_010443.5	7560084	7580062	1	minus	poly(A)-specific ribonuclease PNLDC1 isoform X3	PNLDC1	100152694	protein-coding	XM_001926341.5	XP_001926376.2	531	
NC_010443.5	7581763	7590037	1	minus	39S ribosomal protein L18, mitochondrial isoform X2	MRPL18	100156324	protein-coding	XM_001928356.4	XP_001928391.1	180	
NC_010443.5	7590140	7600709	1	plus	t-complex 1	TCP1	100153485	protein-coding	NM_001243427.1	NP_001230356.1	556	
NC_010443.5	7600616	7612861	1	minus	acetyl-CoA acetyltransferase, cytosolic	ACAT2	100152303	protein-coding	XM_001928345.4	XP_001928380.1	397	
NC_010443.5	7622544	7651732	1	minus	WT1 associated protein	WTAP	100157533	protein-coding	NM_001244241.1	NP_001231170.1	395	
NC_010443.5	7650640	7661042	1	plus	uncharacterized protein LOC102157641	LOC102157641	102157641	protein-coding	XM_013992444.2	XP_013847898.1	478	
NC_010443.5	7679352	7689564	1	plus	superoxide dismutase 2	SOD2	100154319	protein-coding	NM_214127.2	NP_999292.2	222	
NC_010443.5	8007320	8106875	1	minus	LOW QUALITY PROTEIN: fibronectin type III domain-containing protein 1	FNDC1	100154276	protein-coding	XM_005659118.3	XP_005659175.2	1905	
NC_010443.5	8033581	8038827	1	minus	uncharacterized LOC110259896	LOC110259896	110259896	lncRNA	XR_002342321.1			
NC_010443.5	8120290	8133925	1	minus	uncharacterized LOC102158235	LOC102158235	102158235	lncRNA	XR_001305860.2			
NC_010443.5	8163238	8188603	1	plus	uncharacterized LOC106508799	LOC106508799	106508799	misc_RNA	XR_001305857.2			
NC_010443.5	8173584	8178310	1	minus	uncharacterized LOC106508800	LOC106508800	106508800	lncRNA	XR_001305858.2			
NC_010443.5	8209298	8217993	1	plus	T-cell activation RhoGTPase activating protein	TAGAP	100155114	protein-coding	NM_001243543.1	NP_001230472.1	700	
NC_010443.5	8221386	8225337	1	plus	uncharacterized gene	LOC102158869	102158869	pseudogene				
NC_010443.5	8243177	8265816	1	plus	radial spoke head protein 3 homolog	RSPH3	100156750	protein-coding	XM_001926970.6	XP_001927005.6	541	
NC_010443.5	8346551	8395999	1	plus	uncharacterized LOC100521937, transcript variant X2	LOC100521937	100521937	lncRNA	XR_300618.3			
NC_010443.5	8403362	8452750	1	plus	ezrin	EZR	100152815	protein-coding	XM_013992459.2	XP_013847913.2	585	
NC_010443.5	8452822	8546637	1	minus	synaptotagmin-like protein 3	SYTL3	100156434	protein-coding	XM_021086369.1	XP_020942028.1	614	
NC_010443.5	8460866	8471017	1	plus	uncharacterized LOC110259902	LOC110259902	110259902	lncRNA	XR_002342352.1			
NC_010443.5	8556083	8562865	1	plus	dynein light chain Tctex-type 1	DYNLT1	100158053	protein-coding	NM_001145385.1	NP_001138857.1	113	
NC_010443.5	8564752	8642358	1	minus	LOW QUALITY PROTEIN: transmembrane protein 181	TMEM181	100156875	protein-coding	XM_021074745.1	XP_020930404.1	718	
NC_010443.5	8650811	8891596	1	minus	LOW QUALITY PROTEIN: tubby-related protein 4	TULP4	100627260	protein-coding	XM_021086385.1	XP_020942044.1	1532	
NC_010443.5	8928280	8935030	1	minus	general transcription factor IIH subunit 5	GTF2H5	100739493	protein-coding	XM_003480221.4	XP_003480269.1	71	
NC_010443.5	8935081	9002774	1	plus	protein SERAC1 isoform X2	SERAC1	100523935	protein-coding	XM_005654352.3	XP_005654409.2	654	
NC_010443.5	8998422	9000315	1	minus	uncharacterized LOC110259904	LOC110259904	110259904	lncRNA	XR_002342365.1			
NC_010443.5	9001077	9007309	1	minus	uncharacterized LOC110259908	LOC110259908	110259908	lncRNA	XR_002342369.1			
NC_010443.5	9014206	9109050	1	minus	LOW QUALITY PROTEIN: synaptojanin-2	SYNJ2	100516167	protein-coding	XM_021086423.1	XP_020942082.1	1476	
NC_010443.5	9109436	9110501	1	plus	uncharacterized LOC110259909	LOC110259909	110259909	lncRNA	XR_002342370.1			
NC_010443.5	9121330	9126540	1	minus	uncharacterized LOC106506437	LOC106506437	106506437	lncRNA	XR_001301716.2			
NC_010443.5	9130360	9239023	1	minus	sorting nexin-9 isoform X2	SNX9	100627455	protein-coding	XM_003353171.4	XP_003353219.1	594	
NC_010443.5	9195582	9210749	1	plus	uncharacterized gene	LOC102162833	102162833	pseudogene				
NC_010443.5	9283004	9285620	1	plus	uncharacterized protein LOC110259393	LOC110259393	110259393	protein-coding	XM_021084397.1	XP_020940056.1	204	
NC_010443.5	9286904	9323411	1	minus	uncharacterized LOC106506439, transcript variant X2	LOC106506439	106506439	lncRNA	XR_002342376.1			
NC_010443.5	9326972	9329537	1	minus	uncharacterized LOC110259912, transcript variant X2	LOC110259912	110259912	lncRNA	XR_002342379.1			
NC_010443.5	9348016	9619719	1	minus	probable palmitoyltransferase ZDHHC14 isoform X1	ZDHHC14	100525194	protein-coding	XM_021086470.1	XP_020942129.1	505	
NC_010443.5	9665356	9666166	1	minus	uncharacterized LOC110259916	LOC110259916	110259916	lncRNA	XR_002342397.1			
NC_010443.5	9666497	9667623	1	plus	uncharacterized LOC110259913	LOC110259913	110259913	lncRNA	XR_002342395.1			
NC_010443.5	9667865	9718226	1	plus	transmembrane protein 242	TMEM242	100152509	protein-coding	NM_001185165.1	NP_001172094.1	141	
NC_010443.5	9696872	9698300	1	plus	L-lactate dehydrogenase A-like 6B	LOC100153697	100153697	protein-coding	NM_001315678.1	NP_001302607.1	381	
NC_010443.5	9715285	9725049	1	minus	uncharacterized LOC110259915	LOC110259915	110259915	lncRNA	XR_002342396.1			
NC_010443.5	9746370	9768345	1	minus	uncharacterized LOC110259919, transcript variant X3	LOC110259919	110259919	lncRNA	XR_002342398.1			
NC_010443.5	9791627	10227381	1	minus	AT-rich interactive domain-containing protein 1B isoform X1	ARID1B	100152904	protein-coding	XM_021071872.1	XP_020927531.1	2372	
NC_010443.5	10301707	10313002	1	minus	oleosin-B6-like isoform X1	LOC110259923	110259923	protein-coding	XM_021086562.1	XP_020942221.1	189	
NC_010443.5	10483580	10483649	1	minus	microRNA 9857	MIR9857	104796125	miRNA	NR_128553.1			
NC_010443.5	10700366	10700456	1	minus	microRNA 9787	MIR9787	104796614	miRNA	NR_128466.1			
NC_010443.5	10748703	10844752	1	plus	uncharacterized LOC102161179	LOC102161179	102161179	lncRNA	XR_309353.3			
NC_010443.5	11441933	11443658	1	plus	uncharacterized gene	LOC100511792	100511792	pseudogene				
NC_010443.5	11443681	11501140	1	plus	NADPH oxidase 3	NOX3	100511606	protein-coding	XM_021086590.1	XP_020942249.1	567	
NC_010443.5	11566193	11650656	1	plus	transcription factor B1, mitochondrial	TFB1M	100147809	protein-coding	NM_001128475.1	NP_001121947.1	340	
NC_010443.5	11617807	11618550	1	minus	claudin 20	CLDN20	100153817	protein-coding	NM_001159777.1	NP_001153249.1	219	
NC_010443.5	11638235	11647681	1	minus	uncharacterized LOC106508808	LOC106508808	106508808	lncRNA	XR_001305872.2			
NC_010443.5	11648506	11897869	1	minus	T-lymphoma invasion and metastasis-inducing protein 2 isoform X4	TIAM2	100155014	protein-coding	XM_005659127.3	XP_005659184.1	613	
NC_010443.5	11888108	12122435	1	minus	protein SCAF8 isoform X5	SCAF8	100512874	protein-coding	XM_013984702.2	XP_013840156.1	1265	
NC_010443.5	12122577	12125436	1	plus	uncharacterized LOC110256595, transcript variant X2	LOC110256595	110256595	lncRNA	XR_002338283.1			
NC_010443.5	12297740	12396946	1	plus	connector enhancer of kinase suppressor of ras 3 isoform X1	CNKSR3	100513248	protein-coding	XM_021086603.1	XP_020942262.1	555	
NC_010443.5	12438953	12498140	1	plus	uncharacterized LOC110259934	LOC110259934	110259934	lncRNA	XR_002342424.1			
NC_010443.5	12511612	12602736	1	plus	LOW QUALITY PROTEIN: interactor protein for cytohesin exchange factors 1	IPCEF1	100737172	protein-coding	XM_021086620.1	XP_020942279.1	470	
NC_010443.5	12634125	12702295	1	minus	opioid receptor mu 1	OPRM1	396802	protein-coding	NM_001001538.1	NP_001001538.1	401	
NC_010443.5	13340253	13442058	1	plus	regulator of G-protein signaling 17 isoform X3	RGS17	100514020	protein-coding	XM_003353179.4	XP_003353227.1	210	
NC_010443.5	13443602	13458291	1	plus	mitochondrial translational release factor 1 like	MTRF1L	100514202	protein-coding	NM_001244934.1	NP_001231863.1	380	
NC_010443.5	13466961	13478496	1	plus	F-box only protein 5 isoform X1	FBXO5	100514379	protein-coding	XM_003121138.4	XP_003121186.1	448	
NC_010443.5	13611786	13620250	1	minus	vasoactive intestinal peptide	VIP	100500718	protein-coding	NM_001195233.1	NP_001182162.1	167	
NC_010443.5	13651397	13667210	1	minus	myc target protein 1	MYCT1	100515064	protein-coding	XM_021086679.1	XP_020942338.1	231	
NC_010443.5	13715644	14201711	1	plus	LOW QUALITY PROTEIN: nesprin-1	SYNE1	100157427	protein-coding	XM_021084410.1	XP_020940069.1	8845	
NC_010443.5	14148312	14151214	1	minus	uncharacterized LOC102163894	LOC102163894	102163894	lncRNA	XR_300629.3			
NC_010443.5	14217032	14604906	1	minus	estrogen receptor 1	ESR1	397435	protein-coding	NM_214220.1	NP_999385.1	595	
NC_010443.5	14649453	14751051	1	minus	coiled-coil domain-containing protein 170 isoform X1	CCDC170	100516653	protein-coding	XM_005659135.3	XP_005659192.2	721	
NC_010443.5	14777131	14795323	1	minus	uncharacterized protein C6orf211 homolog	ARMT1	100157036	protein-coding	NM_001243637.1	NP_001230566.1	443	
NC_010443.5	14795632	14852026	1	plus	required for meiotic nuclear division protein 1 homolog	RMND1	100156656	protein-coding	XM_001929215.4	XP_001929250.1	443	
NC_010443.5	14858933	14895744	1	plus	zinc finger and BTB domain-containing protein 2 isoform X1	ZBTB2	100157847	protein-coding	XM_001929201.4	XP_001929236.1	514	
NC_010443.5	14904109	15017016	1	minus	LOW QUALITY PROTEIN: A-kinase anchor protein 12	AKAP12	100152595	protein-coding	XM_001927265.7	XP_001927300.5	1737	
NC_010443.5	15114945	15141120	1	plus	uncharacterized LOC106508814, transcript variant X3	LOC106508814	106508814	lncRNA	XR_001305881.2			
NC_010443.5	15140929	15330265	1	minus	LOW QUALITY PROTEIN: monofunctional C1-tetrahydrofolate synthase, mitochondrial	MTHFD1L	100154722	protein-coding	XM_021086779.1	XP_020942438.1	975	
NC_010443.5	15341634	15588224	1	minus	LOW QUALITY PROTEIN: pleckstrin homology domain-containing family G member 1	PLEKHG1	100621167	protein-coding	XM_021086797.1	XP_020942456.1	1384	
NC_010443.5	15730769	15731380	1	plus	uncharacterized gene	LOC110256936	110256936	pseudogene				
NC_010443.5	15756536	15779380	1	minus	iodotyrosine deiodinase	IYD	403124	protein-coding	NM_214416.1	NP_999581.1	289	
NC_010443.5	15779158	15780205	1	plus	uncharacterized LOC106508815	LOC106508815	106508815	lncRNA	XR_002342452.1			
NC_010443.5	15835230	15838608	1	plus	uncharacterized LOC110256937	LOC110256937	110256937	lncRNA	XR_002339019.1			
NC_010443.5	15851562	15860409	1	minus	uncharacterized LOC106508816	LOC106508816	106508816	lncRNA	XR_002342453.1			
NC_010443.5	15867846	15949951	1	minus	protein phosphatase 1 regulatory subunit 14C	PPP1R14C	100521302	protein-coding	XM_005659147.3	XP_005659204.1	165	
NC_010443.5	16007071	16017425	1	plus	NKG2D ligand 1-like	LOC102166801	102166801	protein-coding	XM_005659148.3	XP_005659205.2	275	
NC_010443.5	16022299	16051345	1	plus	NKG2D ligand 4-like	LOC100521647	100521647	protein-coding	XM_021086846.1	XP_020942505.1	403	
NC_010443.5	16057036	16059787	1	minus	NKG2D ligand 4-like	LOC100521998	100521998	protein-coding	XM_013992491.2	XP_013847945.1	254	
NC_010443.5	16090757	16100784	1	minus	LOW QUALITY PROTEIN: NKG2D ligand 4-like	LOC106508817	106508817	protein-coding	XM_021086853.1	XP_020942512.1	277	
NC_010443.5	16113774	16119273	1	minus	UL16 binding protein 1	ULBP1	445523	protein-coding	NM_001004035.1	NP_001004035.1	247	
NC_010443.5	16139227	16198974	1	plus	low-density lipoprotein receptor-related protein 11	LRP11	100153355	protein-coding	XM_001928988.5	XP_001929023.1	505	
NC_010443.5	16202859	16249879	1	minus	protein-L-isoaspartate (D-aspartate) O-methyltransferase	PCMT1	100502562	protein-coding	NM_001195780.1	NP_001182709.1	227	
NC_010443.5	16249493	16267636	1	plus	nucleoporin Nup43 isoform X2	NUP43	100154567	protein-coding	XM_013992495.2	XP_013847949.1	380	
NC_010443.5	16274955	16320980	1	plus	serine/threonine-protein kinase LATS1	LATS1	100152165	protein-coding	XM_005659149.3	XP_005659206.2	1127	
NC_010443.5	16330854	16360801	1	plus	katanin p60 ATPase-containing subunit A1 isoform X1	KATNA1	100518101	protein-coding	XM_021086876.1	XP_020942535.1	493	
NC_010443.5	16362777	16381897	1	minus	glycoprotein integral membrane protein 1	GINM1	102157824	protein-coding	XM_021086898.1	XP_020942557.1	331	
