Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NW_005871048.1	3558409	3558534		plus	small nucleolar RNA SNORA32	LOC111825590	111825590	snoRNA	XR_002828782.1			
NW_005871048.1	3566339	3577371		minus	phosphorylated adapter RNA export protein isoform X1	PHAX	102425377	protein-coding	XM_014453510.2	XP_014308996.2	256	
NW_005871048.1	3574123	3574224		plus	U6 spliceosomal RNA	LOC111825681	111825681	snRNA	XR_002828882.1			
NW_005871048.1	3587635	3626898		plus	alpha-aminoadipic semialdehyde dehydrogenase isoform X1	ALDH7A1	102441975	protein-coding	XM_006081079.3	XP_006081141.2	539	
NW_005871048.1	3663826	3725540		minus	GRAM domain-containing protein 2B isoform X5	GRAMD2B	102442497	protein-coding	XM_006081082.3	XP_006081144.1	437	
NW_005871048.1	3779490	3781255		minus	uncharacterized gene	LOC102443026	102443026	pseudogene				
NW_005871048.1	3993314	3995127		plus	uncharacterized gene	LOC106696671	106696671	pseudogene				
NW_005871048.1	4012916	4014152		minus	uncharacterized gene	LOC102425701	102425701	pseudogene				
NW_005871048.1	4023669	4024381		plus	uncharacterized gene	LOC111826327	111826327	pseudogene				
NW_005871048.1	4102157	4102830		minus	uncharacterized gene	LOC102426325	102426325	pseudogene				
NW_005871048.1	4196950	4197067		minus	uncharacterized gene	LOC111825574	111825574	pseudogene				
NW_005871048.1	4274431	4277201		plus	uncharacterized gene	LOC106696683	106696683	pseudogene				
NW_005871048.1	4692584	4693126		plus	uncharacterized gene	LOC102416804	102416804	pseudogene				
NW_005871048.1	4743256	4744663		minus	uncharacterized gene	LOC106696794	106696794	pseudogene				
NW_005871048.1	4822397	4822514		plus	uncharacterized gene	LOC111825566	111825566	pseudogene				
NW_005871048.1	4885229	4992687		plus	zinc finger protein 608 isoform X1	ZNF608	102417124	protein-coding	XM_006081084.3	XP_006081146.1	1512	
NW_005871048.1	5199001	5228582		minus	uncharacterized gene	LOC106696684	106696684	pseudogene				
NW_005871048.1	5427265	5441761		minus	uncharacterized gene	LOC102426956	102426956	pseudogene				
NW_005871048.1	5454284	5454556		minus	uncharacterized gene	LOC102418282	102418282	pseudogene				
NW_005871048.1	5599833	5600364		plus	acylphosphatase-1 pseudogene	LOC102418599	102418599	transcribed_pseudogene	XR_329556.3			
NW_005871048.1	5600923	5601689		minus	uncharacterized gene	LOC102427271	102427271	pseudogene				
NW_005871048.1	5705808	5706802		minus	uncharacterized gene	LOC102427568	102427568	pseudogene				
NW_005871048.1	5720340	5800059		minus	casein kinase I isoform X1	CSNK1G3	102418913	protein-coding	XM_006081089.3	XP_006081151.1	456	
NW_005871048.1	5913952	5968529		plus	centrosomal protein of 120 kDa isoform X4	CEP120	102420371	protein-coding	XM_006081094.3	XP_006081156.1	960	
NW_005871048.1	5914189	5915874		plus	26S proteasome regulatory subunit 4 pseudogene	LOC102420061	102420061	transcribed_pseudogene	XR_329557.3			
NW_005871048.1	6089989	6122060		minus	putative histone-lysine N-methyltransferase PRDM6 isoform X1	PRDM6	102427891	protein-coding	XM_023749617.1	XP_023605385.1	273	
NW_005871048.1	6174338	6179444		minus	putative histone-lysine N-methyltransferase PRDM6	LOC111824953	111824953	protein-coding	XM_023749738.1	XP_023605506.1	95	
NW_005871048.1	6233076	6240236		plus	peptidyl-prolyl cis-trans isomerase C	PPIC	102428211	protein-coding	XM_014453528.1	XP_014309014.1	183	
NW_005871048.1	6246708	6346713		minus	sorting nexin-24	SNX24	102428520	protein-coding	XM_023743598.1	XP_023599366.1	150	
NW_005871048.1	6358745	6363034		plus	uncharacterized gene	LOC102428826	102428826	pseudogene				
NW_005871048.1	6399079	6459451		minus	sorting nexin-2 isoform X1	SNX2	102420693	protein-coding	XM_006081096.3	XP_006081158.1	519	
NW_005871048.1	6558218	6558461		plus	uncharacterized gene	LOC102429131	102429131	pseudogene				
NW_005871048.1	6700800	6767753		minus	synphilin-1	SNCAIP	102421204	protein-coding	XM_023744013.1	XP_023599781.1	969	
NW_005871048.1	6820991	6876261		plus	uncharacterized gene	LOC102429440	102429440	pseudogene				
NW_005871048.1	6914487	7022971		minus	zinc finger protein 474-like	LOC102422619	102422619	protein-coding	XM_006081102.3	XP_006081164.1	453	
NW_005871048.1	7023579	7037953		plus	protein-lysine 6-oxidase isoform X1	LOX	102421922	protein-coding	XM_006081100.3	XP_006081162.1	417	
NW_005871048.1	7025078	7064839		minus	uncharacterized LOC111823278	LOC111823278	111823278	lncRNA	XR_002826308.1			
NW_005871048.1	7078843	7125030		minus	serum response factor-binding protein 1 isoform X1	SRFBP1	102429740	protein-coding	XM_023744311.1	XP_023600079.1	413	
NW_005871048.1	7232262	7234838		plus	uncharacterized gene	LOC102423515	102423515	pseudogene				
NW_005871048.1	7242596	7243323		minus	LOW QUALITY PROTEIN: ferritin, mitochondrial	FTMT	102423817	protein-coding	XM_006109649.2	XP_006109711.1	242	
NW_005871048.1	7922925	7967527		plus	uncharacterized gene	LOC102430046	102430046	pseudogene				
NW_005871048.1	7925596	8155941		minus	protein Largen isoform X2	PRR16	102424128	protein-coding	XM_006081107.3	XP_006081169.1	364	
NW_005871048.1	8638370	8638443		plus	tRNA-Ile	TRNAI-AAU	111825701	tRNA				
NW_005871048.1	8683888	8684130		plus	cytochrome c oxidase subunit 6C-like	LOC102424653	102424653	protein-coding	XM_006081109.3	XP_006081171.1	74	
NW_005871048.1	8709476	8714183		minus	protein FAM170A	FAM170A	102430355	protein-coding	XM_023749893.1	XP_023605661.1	304	
NW_005871048.1	8762603	8834024		minus	peroxisomal multifunctional enzyme type 2	HSD17B4	102425700	protein-coding	XM_006081110.3	XP_006081172.1	600	
NW_005871048.1	8816369	8816520		minus	uncharacterized gene	LOC111825602	111825602	pseudogene				
NW_005871048.1	8820477	8821516		plus	uncharacterized gene	LOC102425376	102425376	pseudogene				
NW_005871048.1	8852242	8852398		minus	U1 spliceosomal RNA	LOC111825626	111825626	snRNA	XR_002828811.1			
NW_005871048.1	8861399	8927197		minus	tumor necrosis factor alpha-induced protein 8 isoform X2	TNFAIP8	102426210	protein-coding	XM_006081112.3	XP_006081174.1	198	
NW_005871048.1	8984452	9124289		minus	dmX-like protein 1 isoform X9	DMXL1	102427783	protein-coding	XM_006081119.3	XP_006081181.1	3043	
NW_005871048.1	9135360	9135488		plus	small nucleolar RNA SNORA11	LOC111825607	111825607	snoRNA	XR_002828800.1			
NW_005871048.1	9152514	9152633		minus	uncharacterized gene	LOC111825630	111825630	pseudogene				
NW_005871048.1	9162889	9173896		minus	uncharacterized LOC106697952	LOC106697952	106697952	lncRNA	XR_001349225.2			
NW_005871048.1	9174111	9245146		plus	LOW QUALITY PROTEIN: DTW domain-containing protein 2	DTWD2	102429232	protein-coding	XM_006081123.3	XP_006081185.3	295	
NW_005871048.1	9196563	9198212		minus	uncharacterized gene	LOC102439162	102439162	pseudogene				
NW_005871048.1	10463656	10484321		plus	uncharacterized gene	LOC111826476	111826476	pseudogene				
NW_005871048.1	10795837	10795944		plus	U6 spliceosomal RNA	LOC111825672	111825672	snRNA	XR_002828867.1			
NW_005871048.1	10832354	10836823		plus	uncharacterized gene	LOC102430989	102430989	pseudogene				
NW_005871048.1	10945526	11074324		plus	semaphorin-6A isoform X4	SEMA6A	102429531	protein-coding	XM_006081124.3	XP_006081186.1	1046	
NW_005871048.1	11181762	11320779		minus	COMM domain-containing protein 10 isoform X1	COMMD10	102430452	protein-coding	XM_006081128.3	XP_006081190.1	188	
NW_005871048.1	11316359	11316940		plus	uncharacterized gene	LOC106698045	106698045	pseudogene				
NW_005871048.1	11339387	11346454		minus	ARL14 effector protein-like	ARL14EPL	102431301	protein-coding	XM_014460679.2	XP_014316165.1	152	
NW_005871048.1	11368190	11425127		minus	LOW QUALITY PROTEIN: aminopeptidase Q	LVRN	102430985	protein-coding	XM_006081130.3	XP_006081192.1	978	
NW_005871048.1	11424970	11425737		plus	uncharacterized LOC111823708	LOC111823708	111823708	lncRNA	XR_002826784.1			
NW_005871048.1	11446174	11452924		minus	uncharacterized LOC111823783	LOC111823783	111823783	lncRNA	XR_002826890.1			
NW_005871048.1	11468893	11523659		minus	AP-3 complex subunit sigma-1 isoform X1	AP3S1	102431612	protein-coding	XM_006081131.3	XP_006081193.1	193	
NW_005871048.1	11492018	11493043		plus	uncharacterized gene	LOC111825845	111825845	pseudogene				
NW_005871048.1	11523445	11534126		plus	ubiquitin-like protein ATG12 isoform X1	ATG12	102432246	protein-coding	XM_006081133.3	XP_006081195.1	140	
NW_005871048.1	11539059	11539383		plus	uncharacterized gene	LOC102432568	102432568	pseudogene				
NW_005871048.1	11542703	11553424		plus	cysteine dioxygenase type 1 isoform X1	CDO1	102432880	protein-coding	XM_006081135.3	XP_006081197.2	184	
NW_005871048.1	11565611	11566716		minus	uncharacterized gene	LOC102433195	102433195	pseudogene				
NW_005871048.1	11663973	11701234		plus	TIR domain-containing adapter molecule 2 isoform X1	LOC102433809	102433809	protein-coding	XM_006081136.3	XP_006081198.1	234	
NW_005871048.1	11731460	11791412		plus	protein fem-1 homolog C isoform X1	FEM1C	102434118	protein-coding	XM_006081138.3	XP_006081200.1	617	
NW_005871048.1	11795063	11796778		minus	uncharacterized gene	LOC102431615	102431615	pseudogene				
NW_005871048.1	11798445	11799196		minus	ferritin light chain	LOC106694382	106694382	protein-coding	XM_014461608.2	XP_014317094.1	171	
NW_005871048.1	11843372	11844069		minus	uncharacterized gene	LOC102431930	102431930	pseudogene				
NW_005871048.1	11868129	11902803		plus	uncharacterized LOC111824981	LOC111824981	111824981	lncRNA	XR_002828089.1			
NW_005871048.1	11906788	11932849		plus	coiled-coil domain-containing protein 112 isoform X4	CCDC112	102434438	protein-coding	XM_006109949.3	XP_006110011.2	522	
NW_005871048.1	11935661	11984386		plus	geranylgeranyl transferase type-1 subunit beta isoform X1	PGGT1B	102434748	protein-coding	XM_006081139.3	XP_006081201.1	377	
NW_005871048.1	11986643	11988749		plus	uncharacterized LOC106698302	LOC106698302	106698302	lncRNA	XR_002827159.1			
NW_005871048.1	12003928	12045469		plus	E3 ubiquitin-protein ligase TRIM36 isoform X2	TRIM36	102435262	protein-coding	XM_006081141.3	XP_006081203.1	729	
NW_005871048.1	12345018	12488521		minus	small conductance calcium-activated potassium channel protein 2	KCNN2	102435562	protein-coding	XM_014462066.2	XP_014317552.1	838	
NW_005871048.1	12749642	12749787		plus	uncharacterized gene	LOC111825631	111825631	pseudogene				
NW_005871048.1	12935641	12997339		minus	probable ATP-dependent RNA helicase YTHDC2 isoform X1	YTHDC2	102436091	protein-coding	XM_006081144.3	XP_006081206.1	1439	
NW_005871048.1	13141573	13374018		plus	colorectal mutant cancer protein	LOC102432247	102432247	protein-coding	XM_023756000.1	XP_023611768.1	812	
NW_005871048.1	13255020	13255155		plus	small nucleolar RNA SNORA43	LOC111825584	111825584	snoRNA	XR_002828775.1			
NW_005871048.1	13380321	13380686		plus	histone H2B type 2-E-like	LOC102432571	102432571	protein-coding	XM_023748486.1	XP_023604254.1	121	
NW_005871048.1	13382815	13386441		plus	uncharacterized gene	LOC106698415	106698415	pseudogene				
NW_005871048.1	13383396	13383496		plus	uncharacterized gene	LOC111825670	111825670	pseudogene				
NW_005871048.1	13386954	13460974		minus	m7GpppN-mRNA hydrolase isoform X1	DCP2	102436917	protein-coding	XM_006081146.3	XP_006081208.1	422	
NW_005871048.1	13454022	13478128		plus	receptor expression-enhancing protein 5	REEP5	102432883	protein-coding	XM_014453590.2	XP_014309076.1	209	
NW_005871048.1	13465670	13468623		plus	uncharacterized LOC111824439	LOC111824439	111824439	lncRNA	XR_002827523.1			
NW_005871048.1	13489181	13491909		plus	uncharacterized LOC106698510	LOC106698510	106698510	lncRNA	XR_001349849.2			
NW_005871048.1	13499693	13506752		minus	signal recognition particle 19 kDa protein isoform X1	SRP19	102437435	protein-coding	XM_006081148.3	XP_006081210.1	144	
NW_005871048.1	13513712	13618104		minus	adenomatous polyposis coli protein isoform X2	APC	102438347	protein-coding	XM_006081152.3	XP_006081214.1	2845	
NW_005871048.1	13626010	13730892		minus	uncharacterized gene	LOC106698684	106698684	pseudogene				
NW_005871048.1	13778433	13986690		plus	band 4.1-like protein 4A isoform X2	EPB41L4A	102440007	protein-coding	XM_006081159.3	XP_006081221.1	686	
NW_005871048.1	13822209	13822793		minus	anaphase-promoting complex subunit 15	LOC102439680	102439680	protein-coding	XM_006081158.3	XP_006081220.1	121	
NW_005871048.1	13987678	13989567		minus	uncharacterized LOC106698690, transcript variant X3	LOC106698690	106698690	lncRNA	XR_001350076.2			
NW_005871048.1	13988754	13988887		minus	small nucleolar RNA SNORA13	LOC111825577	111825577	snoRNA	XR_002828768.1			
NW_005871048.1	14133307	14133414		minus	U6 spliceosomal RNA	LOC111825687	111825687	snRNA	XR_002828892.1			
NW_005871048.1	14255574	14255740		minus	U1 spliceosomal RNA	LOC111825674	111825674	snRNA	XR_002828869.1			
NW_005871048.1	14265367	14293713		plus	neuronal regeneration-related protein	NREP	102440321	protein-coding	XM_014463757.2	XP_014319243.1	72	
NW_005871048.1	14425052	14446268		plus	stAR-related lipid transfer protein 4	STARD4	102440839	protein-coding	XM_006081162.3	XP_006081224.1	205	
NW_005871048.1	14459313	14528672		minus	calcium/calmodulin-dependent protein kinase type IV	CAMK4	102433506	protein-coding	XM_023750177.1	XP_023605945.1	279	
NW_005871048.1	14468401	14468540		plus	small nucleolar RNA SNORA48	LOC111825601	111825601	snoRNA	XR_002828795.1			
