Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_086019.1	1973393	1982220	1	plus	vomeronasal type-2 receptor 116-like	LOC134484845	134484845	protein-coding	XM_063280739.1	XP_063136809.1	844	
NC_086019.1	2049818	2050734	1	plus	uncharacterized LOC134484846	LOC134484846	134484846	lncRNA	XR_010062650.1			
NC_086019.1	2061007	2084254	1	plus	zinc finger protein 950 like 8	Zfp950l8	102556157	protein-coding	XM_039098315.2	XP_038954243.2	64	
NC_086019.1	2085146	2086159	1	plus	zinc finger protein 844-like	LOC134484933	134484933	pseudogene				
NC_086019.1	2156931	2163275	1	minus	zinc finger protein 160 like	Zfp160l	102546375	protein-coding	XM_063280782.1	XP_063136852.1	509	
NC_086019.1	2172874	2174857	1	minus	zinc finger protein 431-like	LOC134485290	134485290	pseudogene				
NC_086019.1	2175788	2192177	1	minus	zinc finger protein 431-like	LOC134484934	134484934	protein-coding	XM_063280788.1	XP_063136858.1	64	
NC_086019.1	2199419	2200057	1	minus	zinc finger protein 120-like	LOC134485291	134485291	pseudogene				
NC_086019.1	2227010	2228792	1	minus	zinc finger protein 431-like	LOC134484931	134484931	protein-coding	XM_063280784.1	XP_063136854.1	459	
NC_086019.1	2229305	2231823	1	minus	zinc finger protein 729 like, pseudogene 2	Znf729l-ps2	120098664	protein-coding	XM_063280785.1	XP_063136855.1	102	
NC_086019.1	2266242	2270446	1	minus	zinc finger protein 729-like	LOC134484935	134484935	pseudogene				
NC_086019.1	2286648	2296621	1	minus	uncharacterized LOC134484936	LOC134484936	134484936	lncRNA	XR_010062738.1			
NC_086019.1	2325980	2334806	1	plus	vomeronasal type-2 receptor 116-like	LOC134484847	134484847	pseudogene				
NC_086019.1	2353347	2355477	1	plus	RNA-binding protein FXR1	LOC134484932	134484932	protein-coding	XM_063280786.1	XP_063136856.1	621	
NC_086019.1	2388284	2398413	1	plus	vomeronasal type-2 receptor 116-like	LOC103690913	103690913	protein-coding	XM_039098264.2	XP_038954192.2	841	
NC_086019.1	2435429	2460953	1	plus	uncharacterized LOC134485292	LOC134485292	134485292	pseudogene				
NC_086019.1	2461111	2487106	1	minus	zinc finger protein 433-like	LOC134485293	134485293	protein-coding	XM_063281059.1	XP_063137129.1	125	
NC_086019.1	2491348	2494026	1	minus	zinc finger protein 431-like	LOC134485294	134485294	pseudogene				
NC_086019.1	2493509	2516840	1	minus	zinc finger protein 431-like	LOC134484937	134484937	protein-coding	XM_063280789.1	XP_063136859.1	75	
NC_086019.1	2526254	2528213	1	minus	uncharacterized LOC134484848	LOC134484848	134484848	lncRNA	XR_010062651.1			
NC_086019.1	2559368	2574458	1	minus	vomeronasal type-2 receptor 116-like	LOC134484938	134484938	pseudogene				
NC_086019.1	2595557	2604384	1	plus	vomeronasal type-2 receptor 116-like	LOC134484849	134484849	protein-coding	XM_063280746.1	XP_063136816.1	844	
NC_086019.1	2650191	2659954	1	minus	zinc finger protein 431-like	LOC134478875	134478875	pseudogene				
NC_086019.1	2685145	2692283	1	minus	uncharacterized LOC134482571	LOC134482571	134482571	protein-coding	XM_063276056.1	XP_063132126.1	342	
NC_086019.1	2721913	2738521	1	minus	vomeronasal 2, receptor 116 like, pseudogene 30	Vmn2r116l-ps30	102552844	pseudogene				
NC_086019.1	2759624	2768498	1	plus	vomeronasal 2 receptor, 3	Vom2r3	502213	protein-coding	NM_001099460.3	NP_001092930.2	841	
NC_086019.1	2809910	2819686	1	minus	zinc finger protein 431-like	LOC134478858	134478858	pseudogene				
NC_086019.1	2833355	2841271	1	minus	Zinc finger protein 431 like 11	Znf431l11	103693496	lncRNA	XR_010062739.1			
NC_086019.1	2850059	2852016	1	minus	uncharacterized LOC134484850	LOC134484850	134484850	lncRNA	XR_010062652.1			
NC_086019.1	2874499	2889566	1	minus	vomeronasal 2 receptor, 4	Vom2r4	308248	protein-coding	NM_001099458.1	NP_001092928.1	841	
NC_086019.1	2915132	2923801	1	minus	vomeronasal 2 receptor, pseudogene 8	Vom2r-ps8	502214	pseudogene				
NC_086019.1	2973745	2982398	1	plus	vomeronasal 2 receptor, 5	Vom2r5	679691	protein-coding	NM_001099462.1	NP_001092932.1	842	
NC_086019.1	3025923	3034593	1	plus	vomeronasal 2 receptor, 6	Vom2r6	308257	protein-coding	NM_001099459.3	NP_001092929.3	841	
NC_086019.1	3043416	3049575	1	plus	ATPase 13A3, pseudogene 1	Atp13a3-ps1	100360735	pseudogene				
NC_086019.1	3058585	3078626	1	plus	vomeronasal 2, receptor 116 like, pseudogene 35	Vmn2r116l-ps35	683825	pseudogene				
NC_086019.1	3096870	3109340	1	minus	vomeronasal 2, receptor 116 like, pseudogene 21	Vmn2r116l-ps21	120098764	pseudogene				
NC_086019.1	3117399	3149235	1	minus	retinoic acid early-inducible protein 1-gamma-like	LOC120100082	120100082	protein-coding	XM_039101476.2	XP_038957404.2	255	
NC_086019.1	3128300	3128421	1	minus	small nucleolar RNA SNORA32	LOC120100385	120100385	snoRNA	XR_005500148.1			
NC_086019.1	3175462	3228054	1	plus	uncharacterized LOC134482572	LOC134482572	134482572	lncRNA	XR_010058811.1			
NC_086019.1	3195927	3198679	1	minus	histocompatibility 60a like	H60al	103690290	protein-coding	XM_039098381.2	XP_038954309.1	250	
NC_086019.1	3206980	3249638	1	minus	retinoic acid early transcript 1L like 1	Raet1ll1	679825	protein-coding	NM_001161691.1	NP_001155163.1	400	
NC_086019.1	3213421	3213542	1	plus	small nucleolar RNA SNORA32	LOC120100384	120100384	snoRNA	XR_005500147.1			
NC_086019.1	3249867	3271579	1	plus	histocompatibility antigen 60b-like	LOC120098765	120098765	protein-coding	XM_039098365.2	XP_038954293.1	254	
NC_086019.1	3290311	3302104	1	minus	histocompatibility antigen 60b-like	LOC108348301	108348301	protein-coding	XM_039098357.2	XP_038954285.1	290	
NC_086019.1	3325478	3329099	1	minus	histocompatibility antigen 60b-like	LOC120098766	120098766	protein-coding	XM_039098390.2	XP_038954318.1	154	
NC_086019.1	3336823	3346188	1	plus	vomeronasal 2 receptor, pseudogene 12	Vom2r-ps12	679836	pseudogene				
NC_086019.1	3364684	3390067	1	minus	vomeronasal 2, receptor 116 like, pseudogene 17	Vmn2r116l-ps17	120098767	pseudogene				
NC_086019.1	3463922	3466812	1	plus	retinoic acid early-inducible protein 1-gamma-like	LOC120097698	120097698	protein-coding	XM_039095439.2	XP_038951367.1	268	
NC_086019.1	3474487	3476431	1	minus	retinoic acid early transcript 1E	Raet1e	292450	protein-coding	XM_006227600.4	XP_006227662.2	216	
NC_086019.1	3506106	3527982	1	plus	UL16 binding protein 1	Ulbp1	102547056	protein-coding	XM_039098404.2	XP_038954332.1	255	
NC_086019.1	3557353	3566376	1	minus	histocompatibility 60b like 2	H60bl2	102547284	protein-coding	XM_039101477.1	XP_038957405.1	246	
NC_086019.1	3605103	3607930	1	minus	retinoic acid early transcript gamma	Raet1c	292458	protein-coding	XM_017589819.3	XP_017445308.2	260	
NC_086019.1	3618934	3624604	1	minus	retinoic acid early-inducible protein 1-gamma-like	LOC120093164	120093164	protein-coding	XM_039098412.2	XP_038954340.1	400	
NC_086019.1	3623509	3623630	1	plus	small nucleolar RNA SNORA32	LOC120100382	120100382	snoRNA	XR_005500145.1			
NC_086019.1	3652938	3673003	1	plus	uncharacterized LOC120098768	LOC120098768	120098768	lncRNA	XR_005497169.2			
NC_086019.1	3695915	3701823	1	minus	UL16 binding protein 1, pseudogene 1	Ulbp1-ps1	120100083	pseudogene				
NC_086019.1	3718878	3721312	1	minus	histocompatibility 60b like 1	H60bl1	100913013	protein-coding	XM_006227608.4	XP_006227670.2	199	
NC_086019.1	3784455	3789374	1	minus	retinoic acid early-inducible protein 1-gamma-like	LOC120098769	120098769	protein-coding	XM_039098419.2	XP_038954347.1	325	
NC_086019.1	3799823	3804799	1	minus	retinoic acid early transcript 1L	Raet1l	292461	protein-coding	NM_001013063.2	NP_001013081.2	324	
NC_086019.1	3821940	3827182	1	minus	retinoic acid early transcript delta	Raet1d	502217	protein-coding	XM_063276134.1	XP_063132204.1	322	
NC_086019.1	3833500	3839316	1	plus	feminization of XX and XO animals 1B, pseudogene 1	Fem1b-ps1	103690937	pseudogene				
NC_086019.1	3852608	3868554	1	minus	retinoic acid early transcript 1L like 2	Raet1ll2	100910848	protein-coding	XM_008758635.4	XP_008756857.1	245	
NC_086019.1	3868665	3928513	1	plus	LDL receptor related protein 11	Lrp11	292462	protein-coding	NM_001106217.2	NP_001099687.2	470	
NC_086019.1	3874949	3875451	1	minus	ribosomal protein L23a, pseudogene 6	Rpl23a-ps6	308263	pseudogene				
NC_086019.1	3880430	3889712	1	minus	uncharacterized LOC120098770	LOC120098770	120098770	protein-coding	XM_063276128.1	XP_063132198.1	1166	
NC_086019.1	3932161	3980751	1	minus	protein-L-isoaspartate (D-aspartate) O-methyltransferase 1	Pcmt1	25604	protein-coding	NM_013073.4	NP_037205.3	285	
NC_086019.1	3964814	3978277	1	plus	nucleoporin 43	Nup43	683983	protein-coding	NM_001128191.2	NP_001121663.1	352	
NC_086019.1	3980801	4014029	1	plus	large tumor suppressor kinase 1	Lats1	308265	protein-coding	NM_001134543.2	NP_001128015.2	1130	
NC_086019.1	4020009	4022814	1	minus	small ribosomal subunit protein uS12-like	LOC134482573	134482573	pseudogene				
NC_086019.1	4022886	4064513	1	plus	katanin catalytic subunit A1	Katna1	292464	protein-coding	NM_001004217.4	NP_001004217.2	493	
NC_086019.1	4056839	4059457	1	minus	HN1-like pseudogene	LOC493584	493584	pseudogene				
NC_086019.1	4066766	4082640	1	minus	glycosylated integral membrane protein 1	Ginm1	361448	protein-coding	NM_001400838.1	NP_001387767.1	329	
NC_086019.1	4085494	4086752	1	minus	40S ribosomal protein S20-like	LOC120098771	120098771	protein-coding	XM_039098461.2	XP_038954389.1	119	
NC_086019.1	4093956	4126016	1	plus	peptidylprolyl isomerase like 4	Ppil4	361449	protein-coding	NM_001395054.1	NP_001381983.1	492	
NC_086019.1	4131674	4169192	1	plus	zinc finger CCCH type containing 12D	Zc3h12d	308266	protein-coding	NM_001107469.1	NP_001100939.1	533	
NC_086019.1	4195400	4245485	1	minus	TGF-beta activated kinase 1/MAP3K7 binding protein 2	Tab2	308267	protein-coding	NM_001393814.1	NP_001380743.1	693	
NC_086019.1	4434104	4444967	1	plus	ETS variant transcription factor 5, pseudogene 1	Etv5-ps1	120098773	pseudogene				
NC_086019.1	4487316	4782579	1	minus	uronyl-2-sulfotransferase	Ust	361450	protein-coding	NM_001108458.1	NP_001101928.1	408	
NC_086019.1	4490302	4512943	1	plus	uncharacterized LOC108348767	LOC108348767	108348767	lncRNA	XR_005497178.2			
NC_086019.1	4523193	4531205	1	minus	uncharacterized LOC134482574	LOC134482574	134482574	lncRNA	XR_010058824.1			
NC_086019.1	4796971	4799169	1	minus	fibrillarin, pseudogene 8	Fbl-ps8	365036	pseudogene				
NC_086019.1	4876581	4876685	1	plus	RNA, U6 small nuclear 884	Rnu6-884	120100187	snRNA	XR_005499973.1			
NC_086019.1	4919897	4920768	1	plus	uncharacterized LOC134484939	LOC134484939	134484939	lncRNA	XR_010062744.1			
NC_086019.1	4940207	5238777	1	minus	SAM and SH3 domain containing 1	Sash1	365037	protein-coding	NM_001427579.1	NP_001414508.1	1235	
NC_086019.1	5042355	5042486	1	minus	small nucleolar RNA SNORA36 family	LOC120100357	120100357	snoRNA	XR_005500124.1			
NC_086019.1	5308689	5353841	1	minus	V-type proton ATPase catalytic subunit A-like	LOC134484940	134484940	pseudogene				
NC_086019.1	5821852	5822338	1	minus	cytochrome c, somatic, pseudogene 7	Cycs-ps7	100911063	pseudogene				
NC_086019.1	5824228	5852383	1	plus	uncharacterized LOC134482575	LOC134482575	134482575	lncRNA	XR_010058825.1			
NC_086019.1	5861793	5911153	1	minus	sterile alpha motif domain containing 5	Samd5	365038	protein-coding	NM_001108901.1	NP_001102371.1	173	
NC_086019.1	5912312	5915111	1	plus	uncharacterized LOC120098775	LOC120098775	120098775	lncRNA	XR_005497180.2			
NC_086019.1	5990702	5995116	1	minus	ribosomal protein L27A like 2	Rpl27al2	292474	protein-coding	XM_039095459.2	XP_038951387.1	148	
NC_086019.1	6002738	6155528	1	minus	syntaxin binding protein 5	Stxbp5	81022	protein-coding	NM_030843.3	NP_110470.1	1116	
NC_086019.1	6090748	6095671	1	plus	uncharacterized LOC120098776	LOC120098776	120098776	lncRNA	XR_005497181.2			
NC_086019.1	6096373	6096503	1	minus	small nucleolar RNA SNORA36 family	LOC120100355	120100355	snoRNA	XR_005500123.1			
NC_086019.1	6111369	6153507	1	minus	uncharacterized LOC134484941	LOC134484941	134484941	lncRNA	XR_010062746.1			
NC_086019.1	6193314	6197602	1	plus	ribosomal protein L7a, pseudogene 6	Rpl7a-ps6	120098777	pseudogene				
NC_086019.1	6512118	6512991	1	plus	vomeronasal 1 receptor pseudogene 1	Vom1r-ps1	100312666	pseudogene				
NC_086019.1	6573863	6717632	1	minus	androglobin	Adgb	292477	protein-coding	XM_039098475.2	XP_038954403.1	1679	
NC_086019.1	6580617	6582064	1	plus	eukaryotic translation initiation factor 4A1, pseudogene 5	Eif4a1-ps5	102555130	pseudogene				
NC_086019.1	6766448	6781258	1	minus	RAB32, member RAS oncogene family	Rab32	365042	protein-coding	NM_001108902.1	NP_001102372.1	223	
NC_086019.1	6858488	6858618	1	plus	small nucleolar RNA SNORA17	LOC120100440	120100440	snoRNA	XR_005500193.1			
NC_086019.1	6878542	7273447	1	minus	glutamate metabotropic receptor 1	Grm1	24414	protein-coding	NM_017011.2	NP_058707.2	1199	
NC_086019.1	7347101	7347898	1	minus	dynactin 3-like 1	Dctn3l1	498977	protein-coding	NM_001408768.1	NP_001395697.1	186	
NC_086019.1	7349073	7422804	1	plus	SNF2 histone linker PHD RING helicase	Shprh	308282	protein-coding	NM_001107470.1	NP_001100940.1	1701	
NC_086019.1	7432309	7442306	1	minus	uncharacterized LOC102547024	LOC102547024	102547024	lncRNA	XR_589840.4			
NC_086019.1	7475636	7491719	1	plus	F-box protein 30	Fbxo30	308283	protein-coding	NM_001007690.1	NP_001007691.1	742	
NC_086019.1	7541061	7541198	1	minus	small nucleolar RNA SNORA70	LOC120100342	120100342	snoRNA	XR_005500112.1			
NC_086019.1	7547369	7673449	1	plus	EPM2A glucan phosphatase, laforin	Epm2a	114005	protein-coding	NM_001276762.1	NP_001263691.1	331	
NC_086019.1	7573643	7587690	1	plus	calponin-2-like	LOC134484942	134484942	pseudogene				
NC_086019.1	7826023	7826152	1	plus	small nucleolar RNA SNORA17	LOC120100424	120100424	snoRNA	XR_005500182.1			
NC_086019.1	7935846	7949094	1	minus	uncharacterized LOC102547285	LOC102547285	102547285	lncRNA	XR_589842.4			
NC_086019.1	8007019	8061646	1	minus	uncharacterized LOC120098779	LOC120098779	120098779	lncRNA	XR_005497190.2			
NC_086019.1	8128572	8128698	1	plus	small nucleolar RNA SNORA31	LOC120100351	120100351	snoRNA	XR_005500119.1			
NC_086019.1	8150934	8151931	1	plus	solute carrier family 25, member 53, pseudogene 1	Slc25a53-ps1	365045	pseudogene				
NC_086019.1	8289413	8292425	1	minus	uncharacterized LOC134484943	LOC134484943	134484943	lncRNA	XR_010062748.1			
NC_086019.1	8445006	8446022	1	minus	lactate dehydrogenase A, pseudogene 21	Ldha-ps21	502220	pseudogene				
NC_086019.1	8465077	8471133	1	minus	uncharacterized LOC134484944	LOC134484944	134484944	lncRNA	XR_010062750.1			
NC_086019.1	8483793	8486163	1	plus	plexin B2, pseudogene 1	Plxnb2-ps1	365046	pseudogene				
NC_086019.1	8541061	9044487	1	minus	utrophin	Utrn	25600	protein-coding	NM_013070.2	NP_037202.2	3419	
NC_086019.1	8999421	9006855	1	plus	elongation factor 1-alpha 1-like	LOC134482576	134482576	pseudogene				
NC_086019.1	9012952	9014860	1	plus	uncharacterized LOC134482577	LOC134482577	134482577	lncRNA	XR_010058826.1			
NC_086019.1	9066282	9093080	1	minus	uncharacterized LOC134482578	LOC134482578	134482578	lncRNA	XR_010058827.1			
NC_086019.1	9092149	9092231	1	minus	transfer RNA leucine (anticodon UAA) 1	Trnal-uaa1	108349877	tRNA				
NC_086019.1	9111216	9140227	1	minus	syntaxin 11	Stx11	292483	protein-coding	NM_001025638.3	NP_001020809.2	287	
NC_086019.1	9152937	9156556	1	plus	uncharacterized LOC120098780	LOC120098780	120098780	lncRNA	XR_005497193.2			
NC_086019.1	9166891	9173864	1	plus	uncharacterized LOC120098781	LOC120098781	120098781	lncRNA	XR_005497194.2			
NC_086019.1	9166929	9168616	1	minus	uncharacterized LOC134484945	LOC134484945	134484945	lncRNA	XR_010062754.1			
NC_086019.1	9167227	9167370	1	plus	small nucleolar RNA SNORA48	LOC120100405	120100405	snoRNA	XR_005500165.1			
NC_086019.1	9177189	9177901	1	plus	splicing factor 3b, subunit 5	Sf3b5	680891	protein-coding	NM_001126092.3	NP_001119564.1	86	
NC_086019.1	9236915	9249333	1	plus	ferritin light chain 1, pseudogene 4	Ftl1-ps4	365047	pseudogene				
NC_086019.1	9297066	9337394	1	plus	PLAG1 like zinc finger 1	Plagl1	25157	protein-coding	NM_012760.4	NP_036892.1	583	
NC_086019.1	9335383	9339410	1	minus	uncharacterized LOC134484946	LOC134484946	134484946	lncRNA	XR_010062755.1			
NC_086019.1	9349181	9357308	1	minus	keratin-associated protein 5-1-like	LOC134484947	134484947	protein-coding	XM_063280798.1	XP_063136868.1	380	
NC_086019.1	9357453	9385215	1	minus	zinc finger, C2HC-type containing 1B	Zc2hc1b	100361672	protein-coding	NM_001271310.2	NP_001258239.1	172	
NC_086019.1	9385834	9398557	1	minus	LTV1 ribosome biogenesis factor	Ltv1	361452	protein-coding	NM_001014157.1	NP_001014179.1	470	
NC_086019.1	9411412	9680648	1	minus	phosphatase and actin regulator 2	Phactr2	308291	protein-coding	NM_214458.2	NP_999623.2	569	
NC_086019.1	9706121	9720910	1	plus	alpha-L-fucosidase 2	Fuca2	292485	protein-coding	NM_001004218.1	NP_001004218.1	459	
NC_086019.1	9732641	9774479	1	minus	peroxisomal biogenesis factor 3	Pex3	83519	protein-coding	NM_031350.2	NP_112640.1	372	
NC_086019.1	9774680	9795376	1	plus	adenosine deaminase, tRNA-specific 2	Adat2	361453	protein-coding	NM_001115028.2	NP_001108500.1	191	
NC_086019.1	9841698	9845541	1	plus	uncharacterized LOC120098785	LOC120098785	120098785	lncRNA	XR_010058833.1			
NC_086019.1	9847427	9851203	1	minus	cofilin 1, pseudogene 8	Cfl1-ps8	120098784	pseudogene				
NC_086019.1	9866546	10089454	1	minus	androgen-induced 1	Aig1	292486	protein-coding	NM_001134425.1	NP_001127897.1	238	
NC_086019.1	9917614	9919398	1	plus	uncharacterized LOC134484948	LOC134484948	134484948	lncRNA	XR_010062756.1			
NC_086019.1	10176880	10376089	1	plus	HIVEP zinc finger 2	Hivep2	29721	protein-coding	NM_024137.1	NP_077051.1	2437	
NC_086019.1	10244420	10252493	1	minus	ribosomal protein L13A, pseudogene 9	Rpl13a-ps9	120100084	pseudogene				
NC_086019.1	10473071	10473151	1	minus	transfer RNA alanine (anticodon AGC) 27	Trnaa-agc27	120100526	tRNA				
NC_086019.1	10504204	10505215	1	minus	similar to human chromosome 3 open reading frame 38	C1h3orf38	100912436	protein-coding	XM_039095487.2	XP_038951415.2	282	
NC_086019.1	10542860	10546150	1	plus	uncharacterized LOC134484949	LOC134484949	134484949	lncRNA	XR_010062757.1			
NC_086019.1	10633004	10774685	1	minus	adhesion G protein-coupled receptor G6	Adgrg6	308376	protein-coding	NM_001427850.1	NP_001414779.1	1220	
NC_086019.1	10796877	10804220	1	plus	uncharacterized LOC108349488	LOC108349488	108349488	lncRNA	XR_005497216.2			
NC_086019.1	10852966	10900764	1	minus	vesicle trafficking 1	Vta1	292640	protein-coding	NM_001025640.2	NP_001020811.1	251	
NC_086019.1	10900797	10939497	1	plus	uncharacterized LOC103690921	LOC103690921	103690921	lncRNA	XR_005497217.2			
NC_086019.1	10905890	10911800	1	minus	gap junction protein, epsilon 1	Gje1	681263	protein-coding	NM_001197092.2	NP_001184021.1	205	
NC_086019.1	10942476	10966174	1	plus	neuromedin B receptor	Nmbr	25264	protein-coding	NM_012799.2	NP_036931.1	390	
NC_086019.1	11203598	11203728	1	plus	small nucleolar RNA SNORA17	LOC120100430	120100430	snoRNA	XR_005500187.1			
NC_086019.1	11504182	11562440	1	plus	uncharacterized LOC102552144	LOC102552144	102552144	lncRNA	XR_349817.5			
NC_086019.1	11644983	11845455	1	minus	uncharacterized LOC102552210	LOC102552210	102552210	lncRNA	XR_589848.4			
NC_086019.1	11845325	11876761	1	plus	uncharacterized LOC108349489	LOC108349489	108349489	lncRNA	XR_005497225.2			
NC_086019.1	11899815	11939137	1	minus	uncharacterized LOC134484950	LOC134484950	134484950	lncRNA	XR_010062759.1			
NC_086019.1	12197427	12197491	1	plus	U7 small nuclear RNA	LOC120100212	120100212	snRNA	XR_005499992.1			
NC_086019.1	12199238	12199299	1	plus	U7 small nuclear RNA	LOC120100214	120100214	snRNA	XR_005499994.1			
NC_086019.1	12464324	12464443	1	minus	U2 spliceosomal RNA	LOC120100489	120100489	pseudogene				
NC_086019.1	12601681	12665478	1	minus	uncharacterized LOC102552459	LOC102552459	102552459	lncRNA	XR_349822.5			
NC_086019.1	12665434	12707514	1	plus	uncharacterized LOC120098787	LOC120098787	120098787	lncRNA	XR_010062760.1			
NC_086019.1	13642594	13908695	1	minus	uncharacterized LOC102546491	LOC102546491	102546491	lncRNA	XR_010062765.1			
NC_086019.1	13725016	13738584	1	plus	uncharacterized LOC120098788	LOC120098788	120098788	lncRNA	XR_005497230.2			
NC_086019.1	13894030	13927091	1	plus	uncharacterized LOC102546604	LOC102546604	102546604	lncRNA	XR_349835.5			
NC_086019.1	13936827	13942097	1	minus	uncharacterized LOC134484951	LOC134484951	134484951	lncRNA	XR_010062774.1			
NC_086019.1	13989828	14108154	1	minus	uncharacterized LOC102546831	LOC102546831	102546831	lncRNA	XR_001835532.3			
NC_086019.1	14047414	14056689	1	plus	uncharacterized LOC108349492	LOC108349492	108349492	lncRNA	XR_005497243.2			
NC_086019.1	14079396	14097055	1	plus	uncharacterized LOC108349493	LOC108349493	108349493	lncRNA	XR_005497247.2			
NC_086019.1	14099575	14105907	1	plus	uncharacterized LOC120098791	LOC120098791	120098791	lncRNA	XR_005497252.2			
NC_086019.1	14132303	14134746	1	plus	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	Cited2	114490	protein-coding	NM_053698.3	NP_446150.1	269	
NC_086019.1	14161457	14164953	1	plus	uncharacterized LOC134484952	LOC134484952	134484952	lncRNA	XR_010062779.1			
NC_086019.1	14214759	14217509	1	plus	uncharacterized LOC134484954	LOC134484954	134484954	protein-coding	XM_063280801.1	XP_063136871.1	521	
