Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NW_025576306.1	4010288	4141795		plus	disintegrin and metalloproteinase domain-containing protein 10 isoform X1	ADAM10	123785029	protein-coding	XM_045786677.1	XP_045642633.1	748	
NW_025576306.1	4060940	4062308		minus	uncharacterized gene	LOC123784182	123784182	pseudogene				
NW_025576306.1	4162662	4317292		minus	hepatic triacylglycerol lipase isoform X1	LIPC	123785134	protein-coding	XM_045786879.1	XP_045642835.1	498	
NW_025576306.1	4317997	4318098		plus	U6 spliceosomal RNA	LOC123789224	123789224	snRNA	XR_006778747.1			
NW_025576306.1	4319185	4319287		minus	U6 spliceosomal RNA	LOC123789266	123789266	snRNA	XR_006778774.1			
NW_025576306.1	4458736	4527528		minus	aquaporin-9 isoform X1	AQP9	123785486	protein-coding	XM_045787316.1	XP_045643272.1	295	
NW_025576306.1	4578085	4673856		plus	retinal dehydrogenase 2	ALDH1A2	123785669	protein-coding	XM_045787543.1	XP_045643499.1	518	
NW_025576306.1	4862183	4872680		minus	protein GRINL1A	POLR2M	123785871	protein-coding	XM_045787932.1	XP_045643888.1	370	
NW_025576306.1	4872740	4915447		plus	uncharacterized LOC123785946, transcript variant X3	LOC123785946	123785946	lncRNA	XR_006777832.1			
NW_025576306.1	4893789	4982748		minus	myocardial zonula adherens protein isoform X1	LOC123785728	123785728	protein-coding	XM_045787670.1	XP_045643626.1	466	
NW_025576306.1	5019323	5172381		minus	cingulin-like protein 1 isoform X1	CGNL1	123786026	protein-coding	XM_045788219.1	XP_045644175.1	1294	
NW_025576306.1	5140866	5141553		plus	uncharacterized gene	LOC123786184	123786184	pseudogene				
NW_025576306.1	5245138	5597930		minus	transcription factor 12 isoform X1	TCF12	123786264	protein-coding	XM_045788541.1	XP_045644497.1	706	
NW_025576306.1	5468367	5468472		plus	U6 spliceosomal RNA	LOC123789187	123789187	snRNA	XR_006778716.1			
NW_025576306.1	5552079	5552481		plus	uncharacterized gene	LOC123786834	123786834	pseudogene				
NW_025576306.1	5617581	5620261		minus	uncharacterized LOC123786925	LOC123786925	123786925	lncRNA	XR_006778079.1			
NW_025576306.1	5620463	5691413		plus	uncharacterized LOC123786968	LOC123786968	123786968	lncRNA	XR_006778089.1			
NW_025576306.1	5790533	5917404		plus	zinc finger protein 280D isoform X1	ZNF280D	123787008	protein-coding	XM_045789467.1	XP_045645423.1	979	
NW_025576306.1	5994339	6004135		plus	uncharacterized LOC123789097	LOC123789097	123789097	lncRNA	XR_006778680.1			
NW_025576306.1	6029040	6073478		plus	meiosis-specific nuclear structural protein 1	MNS1	123787386	protein-coding	XM_045790128.1	XP_045646084.1	495	
NW_025576306.1	6073838	6137517		minus	testis-expressed protein 9 isoform X1	TEX9	123787434	protein-coding	XM_045790237.1	XP_045646193.1	392	
NW_025576306.1	6139254	6171112		minus	uncharacterized LOC123787548	LOC123787548	123787548	lncRNA	XR_006778287.1			
NW_025576306.1	6216043	6284788		minus	uncharacterized LOC123787615	LOC123787615	123787615	lncRNA	XR_006778299.1			
NW_025576306.1	6268016	6272087		minus	uncharacterized LOC123787675	LOC123787675	123787675	lncRNA	XR_006778310.1			
NW_025576306.1	6284888	6414810		plus	DNA-binding protein RFX7 isoform X1	RFX7	123787719	protein-coding	XM_045790616.1	XP_045646572.1	1460	
NW_025576306.1	6328839	6330995		plus	uncharacterized gene	LOC123787885	123787885	pseudogene				
NW_025576306.1	6453305	6454880		minus	uncharacterized gene	LOC123788218	123788218	pseudogene				
NW_025576306.1	6454835	6585900		plus	E3 ubiquitin-protein ligase NEDD4 isoform X1	NEDD4	123787970	protein-coding	XM_045790980.1	XP_045646936.1	1322	
NW_025576306.1	6645498	6749619		plus	protogenin	LOC123788417	123788417	protein-coding	XM_045791894.1	XP_045647850.1	817	
NW_025576307.1	149847	167051		minus	uncharacterized LOC123789385	LOC123789385	123789385	lncRNA	XR_006778813.1			
NW_025576307.1	167141	227565		minus	uncharacterized LOC123789436	LOC123789436	123789436	lncRNA	XR_006778826.1			
NW_025576307.1	227691	259352		plus	protein FAM193B isoform X1	FAM193B	123789480	protein-coding	XM_045793598.1	XP_045649554.1	898	
NW_025576307.1	262130	267466		plus	probable ATP-dependent RNA helicase DDX41 isoform X1	DDX41	123790222	protein-coding	XM_045794465.1	XP_045650421.1	650	
NW_025576307.1	268666	274326		plus	docking protein 3	DOK3	123790323	protein-coding	XM_045794671.1	XP_045650627.1	447	
NW_025576307.1	280248	296254		plus	PDZ and LIM domain protein 7 isoform X1	PDLIM7	123790374	protein-coding	XM_045794803.1	XP_045650759.1	476	
NW_025576307.1	303817	318538		plus	drebrin isoform X1	DBN1	123791013	protein-coding	XM_045795722.1	XP_045651678.1	652	
NW_025576307.1	318907	328683		minus	proline-rich protein 7	PRR7	123791440	protein-coding	XM_045796274.1	XP_045652230.1	269	
NW_025576307.1	332185	347140		minus	G protein-coupled receptor kinase 6 isoform X1	GRK6	123791288	protein-coding	XM_045796002.1	XP_045651958.1	582	
NW_025576307.1	352874	360529		plus	coagulation factor XII isoform X1	F12	123791509	protein-coding	XM_045796376.1	XP_045652332.1	609	
NW_025576307.1	361331	362674		plus	profilin-3	PFN3	123791855	protein-coding	XM_045796866.1	XP_045652822.1	137	
NW_025576307.1	363330	376292		minus	sodium-dependent phosphate transport protein 2A isoform X1	SLC34A1	123791646	protein-coding	XM_045796540.1	XP_045652496.1	639	
NW_025576307.1	380367	383934		plus	uncharacterized LOC123791908	LOC123791908	123791908	lncRNA	XR_006779559.1			
NW_025576307.1	386126	400810		minus	regulator of G-protein signaling 14 isoform X1	RGS14	123791947	protein-coding	XM_045797082.1	XP_045653038.1	568	
NW_025576307.1	391638	394604		plus	uncharacterized LOC123792179	LOC123792179	123792179	lncRNA	XR_006779665.1			
NW_025576307.1	406960	424998		plus	vesicular integral-membrane protein VIP36 isoform X1	LMAN2	123792069	protein-coding	XM_045797254.1	XP_045653210.1	356	
NW_025576307.1	450670	455185		plus	max dimerization protein 3 isoform X1	MXD3	123792870	protein-coding	XM_045798391.1	XP_045654347.1	332	
NW_025576307.1	455297	458833		minus	PRELI domain-containing protein 1, mitochondrial	PRELID1	123793197	protein-coding	XM_045798817.1	XP_045654773.1	219	
NW_025576307.1	458909	463968		plus	ras-related protein Rab-24 isoform X1	RAB24	123793246	protein-coding	XM_045798942.1	XP_045654898.1	203	
NW_025576307.1	462401	609631		minus	histone-lysine N-methyltransferase, H3 lysine-36 specific isoform X1	NSD1	123792255	protein-coding	XM_045797464.1	XP_045653420.1	2699	
NW_025576307.1	634534	644942		minus	fibroblast growth factor receptor 4	FGFR4	123793342	protein-coding	XM_045799149.1	XP_045655105.1	838	
NW_025576307.1	659314	688374		minus	zinc finger protein 346 isoform X1	ZNF346	123793394	protein-coding	XM_045799247.1	XP_045655203.1	310	
NW_025576307.1	688452	826174		plus	BRCA1-A complex subunit RAP80 isoform X1	UIMC1	123793702	protein-coding	XM_045799601.1	XP_045655557.1	741	
NW_025576307.1	831657	848010		plus	hexokinase-3 isoform X1	HK3	123793926	protein-coding	XM_045800038.1	XP_045655994.1	990	
NW_025576307.1	847981	909667		minus	netrin receptor UNC5A isoform X1	UNC5A	123794186	protein-coding	XM_045800444.1	XP_045656400.1	954	
NW_025576307.1	851141	853124		plus	uncharacterized LOC123794464	LOC123794464	123794464	lncRNA	XR_006780209.1			
NW_025576307.1	1038919	1049590		minus	tetraspanin-17	TSPAN17	123794543	protein-coding	XM_045800743.1	XP_045656699.1	281	
NW_025576307.1	1051286	1058585		minus	eukaryotic translation initiation factor 4E type 1B	EIF4E1B	123796391	protein-coding	XM_045803891.1	XP_045659847.1	253	
NW_025576307.1	1063744	1072605		plus	beta-synuclein	SNCB	123794642	protein-coding	XM_045800851.1	XP_045656807.1	134	
NW_025576307.1	1078548	1092269		plus	LOW QUALITY PROTEIN: G protein-regulated inducer of neurite outgrowth 1	GPRIN1	123796480	protein-coding	XM_045804004.1	XP_045659960.1	1139	
NW_025576307.1	1093203	1128774		minus	cadherin-related family member 2	CDHR2	123794740	protein-coding	XM_045801079.1	XP_045657035.1	1309	
NW_025576307.1	1136187	1152837		plus	RING finger protein 44 isoform X1	RNF44	123794986	protein-coding	XM_045801404.1	XP_045657360.1	442	
NW_025576307.1	1152048	1167009		minus	uncharacterized LOC123795229, transcript variant X2	LOC123795229	123795229	lncRNA	XR_006780419.1			
NW_025576307.1	1155762	1156482		minus	mitochondrial import receptor subunit TOM7 homolog	LOC123795178	123795178	protein-coding	XM_045801741.1	XP_045657697.1	78	
NW_025576307.1	1159103	1159175		plus	tRNA-Gln	TRNAQ-CUG	123796565	tRNA				
NW_025576307.1	1167016	1234457		minus	FAS-associated factor 2 isoform X1	FAF2	123794835	protein-coding	XM_045801276.1	XP_045657232.1	445	
NW_025576307.1	1255954	1274568		plus	clathrin light chain B isoform X1	CLTB	123795703	protein-coding	XM_045802633.1	XP_045658589.1	229	
NW_025576307.1	1276483	1277469		minus	HIG1 domain family member 2A, mitochondrial	HIGD2A	123795880	protein-coding	XM_045802951.1	XP_045658907.1	106	
NW_025576307.1	1277548	1282143		plus	nucleolar protein 16	NOP16	123795803	protein-coding	XM_045802825.1	XP_045658781.1	178	
NW_025576307.1	1283807	1293040		minus	ADP-ribosylation factor-like protein 10	ARL10	123795553	protein-coding	XM_045802410.1	XP_045658366.1	244	
NW_025576307.1	1307339	1320867		plus	putative monooxygenase p33MONOX isoform X1	KIAA1191	123795337	protein-coding	XM_045802123.1	XP_045658079.1	312	
NW_025576307.1	1319726	1404247		minus	SUMO-interacting motif-containing protein 1	SIMC1	123795285	protein-coding	XM_045801988.1	XP_045657944.1	933	
NW_025576307.1	1467935	1562792		plus	THO complex subunit 3 isoform X1	THOC3	123795930	protein-coding	XM_045803081.1	XP_045659037.1	351	
NW_025576307.1	1543422	1544687		minus	complexin-2	CPLX2	123796015	protein-coding	XM_045803307.1	XP_045659263.1	134	
NW_025576307.1	1544741	1622577		minus	uncharacterized LOC123796077	LOC123796077	123796077	lncRNA	XR_006780665.1			
NW_025576307.1	1686576	1739805		minus	histamine H2 receptor	HRH2	123796120	protein-coding	XM_045803496.1	XP_045659452.1	422	
NW_025576307.1	1819793	1855839		minus	sideroflexin-1 isoform X1	SFXN1	123796176	protein-coding	XM_045803617.1	XP_045659573.1	291	
NW_025576307.1	1877205	1879600		plus	D(1A) dopamine receptor	DRD1	123796326	protein-coding	XM_045803787.1	XP_045659743.1	446	
NW_025576311.1	4717	12431		minus	uncharacterized protein LOC123796608	LOC123796608	123796608	protein-coding	XM_045804161.1	XP_045660117.1	372	
NW_025576313.1	22947	24783		plus	uncharacterized protein LOC123796867	LOC123796867	123796867	protein-coding	XM_045804472.1	XP_045660428.1	383	
NW_025576329.1	52088	316767		plus	X-linked interleukin-1 receptor accessory protein-like 2	LOC123797005	123797005	protein-coding	XM_045804700.1	XP_045660656.1	425	
NW_025576329.1	80456	81753		minus	testis-expressed protein 13A-like	LOC123797325	123797325	protein-coding	XM_045805160.1	XP_045661116.1	366	
NW_025576329.1	201527	228258		minus	uncharacterized LOC123797192	LOC123797192	123797192	lncRNA	XR_006780902.1			
NW_025576329.1	573444	618474		plus	X-linked interleukin-1 receptor accessory protein-like 2 isoform X1	LOC123797067	123797067	protein-coding	XM_045804817.1	XP_045660773.1	409	
NW_025576329.1	668735	796717		plus	LOW QUALITY PROTEIN: nik-related protein kinase	NRK	123797248	protein-coding	XM_045805065.1	XP_045661021.1	1590	
NW_025576329.1	827168	828464		plus	LOW QUALITY PROTEIN: 26S proteasome non-ATPase regulatory subunit 6-like	LOC123797383	123797383	protein-coding	XM_045805281.1	XP_045661237.1	389	
NW_025576329.1	854577	858157		minus	thyroxine-binding globulin	SERPINA7	123797456	protein-coding	XM_045805396.1	XP_045661352.1	414	
NW_025576331.1	691	4191		plus	uncharacterized gene	LOC123797528	123797528	pseudogene				
NW_025576331.1	21890	31055		plus	G-protein coupled receptor 4	GPR4	123799372	protein-coding	XM_045808476.1	XP_045664432.1	365	
NW_025576331.1	34851	109414		plus	optic atrophy 3 protein isoform X1	OPA3	123799488	protein-coding	XM_045808657.1	XP_045664613.1	192	
NW_025576331.1	109956	122811		minus	vasodilator-stimulated phosphoprotein isoform X1	LOC123799614	123799614	protein-coding	XM_045808815.1	XP_045664771.1	382	
NW_025576331.1	126340	131230		minus	probable protein phosphatase 1N isoform X1	PPM1N	123799916	protein-coding	XM_045809251.1	XP_045665207.1	414	
NW_025576331.1	131520	139636		plus	reticulon-2 isoform X1	RTN2	123799804	protein-coding	XM_045809056.1	XP_045665012.1	471	
NW_025576331.1	143090	143176		plus	tRNA-Sec	TRNASTOP-UCA	123785026	tRNA				
NW_025576331.1	145304	152143		minus	LOW QUALITY PROTEIN: protein fosB	FOSB	123800024	protein-coding	XM_045809455.1	XP_045665411.1	338	
NW_025576331.1	180657	201053		plus	DNA excision repair protein ERCC-1 isoform X1	ERCC1	123800131	protein-coding	XM_045809694.1	XP_045665650.1	322	
NW_025576331.1	201043	203507		minus	DNA-directed RNA polymerase I subunit RPA34	POLR1G	123800065	protein-coding	XM_045809578.1	XP_045665534.1	525	
NW_025576331.1	204170	220159		plus	relA-associated inhibitor	PPP1R13L	123800295	protein-coding	XM_045809955.1	XP_045665911.1	835	
NW_025576331.1	222576	230801		plus	uncharacterized gene	LOC123797597	123797597	pseudogene				
NW_025576331.1	230896	245984		plus	general transcription and DNA repair factor IIH helicase subunit XPD isoform X1	ERCC2	123800369	protein-coding	XM_045810058.1	XP_045666014.1	760	
NW_025576331.1	245545	253476		minus	kinesin light chain 3 isoform X1	KLC3	123800531	protein-coding	XM_045810304.1	XP_045666260.1	587	
NW_025576331.1	262927	271589		plus	creatine kinase M-type	CKM	123800696	protein-coding	XM_045810557.1	XP_045666513.1	381	
NW_025576331.1	274374	302808		minus	MAP/microtubule affinity-regulating kinase 4 isoform X1	MARK4	123800780	protein-coding	XM_045810664.1	XP_045666620.1	752	
NW_025576331.1	309317	328393		plus	LOW QUALITY PROTEIN: exocyst complex component 3-like protein 2	EXOC3L2	123800876	protein-coding	XM_045810858.1	XP_045666814.1	848	
NW_025576331.1	370699	373213		minus	biogenesis of lysosome-related organelles complex 1 subunit 3	BLOC1S3	123800962	protein-coding	XM_045810923.1	XP_045666879.1	199	
NW_025576331.1	373577	384368		plus	trafficking protein particle complex subunit 6A isoform X1	TRAPPC6A	123801042	protein-coding	XM_045811010.1	XP_045666966.1	174	
NW_025576331.1	384788	395188		plus	NTPase KAP family P-loop domain-containing protein 1	NKPD1	123801291	protein-coding	XM_045811281.1	XP_045667237.1	829	
NW_025576331.1	396740	436221		minus	LOW QUALITY PROTEIN: protein phosphatase 1 regulatory subunit 37	PPP1R37	123801218	protein-coding	XM_045811173.1	XP_045667129.1	705	
NW_025576331.1	437899	450386		minus	gem-associated protein 7 isoform X1	GEMIN7	123801437	protein-coding	XM_045811493.1	XP_045667449.1	145	
NW_025576331.1	449603	453365		plus	zinc finger protein 296	ZNF296	123801358	protein-coding	XM_045811383.1	XP_045667339.1	475	
NW_025576331.1	453874	477445		minus	CLK4-associating serine/arginine rich protein	LOC123801813	123801813	protein-coding	XM_045812125.1	XP_045668081.1	675	
NW_025576331.1	477642	506330		minus	transcription factor RelB isoform X1	RELB	123801972	protein-coding	XM_045812326.1	XP_045668282.1	565	
NW_025576331.1	510517	539405		minus	cleft lip and palate transmembrane protein 1	CLPTM1	123802113	protein-coding	XM_045812603.1	XP_045668559.1	668	
NW_025576331.1	543445	544726		minus	apolipoprotein C-II	APOC2	123784845	protein-coding	XM_045786353.1	XP_045642309.1	101	
NW_025576331.1	545688	547744		minus	apolipoprotein C-IV	APOC4	123784856	protein-coding	XM_045786363.1	XP_045642319.1	123	
NW_025576331.1	555468	558562		minus	apolipoprotein C-I	APOC1	123784867	protein-coding	XM_045786376.1	XP_045642332.1	88	
NW_025576331.1	560593	563407		minus	apolipoprotein E	APOE	123802174	protein-coding	XM_045812729.1	XP_045668685.1	323	
NW_025576331.1	565335	576096		minus	mitochondrial import receptor subunit TOM40 homolog	TOMM40	123802247	protein-coding	XM_045812839.1	XP_045668795.1	361	
NW_025576331.1	577702	604153		minus	nectin-2 isoform X1	NECTIN2	123802304	protein-coding	XM_045812947.1	XP_045668903.1	540	
NW_025576331.1	609900	618932		minus	basal cell adhesion molecule	BCAM	123802420	protein-coding	XM_045813131.1	XP_045669087.1	627	
NW_025576331.1	624319	639913		minus	E3 ubiquitin-protein ligase CBL-C isoform X1	CBLC	123802475	protein-coding	XM_045813252.1	XP_045669208.1	496	
NW_025576331.1	650256	660119		minus	B-cell lymphoma 3 protein	BCL3	123802583	protein-coding	XM_045813453.1	XP_045669409.1	454	
NW_025576331.1	684179	690046		minus	carcinoembryonic antigen-related cell adhesion molecule 16	CEACAM16	123797697	protein-coding	XM_045805677.1	XP_045661633.1	459	
NW_025576331.1	703224	722845		minus	LOW QUALITY PROTEIN: carcinoembryonic antigen-related cell adhesion molecule 19	CEACAM19	123797760	protein-coding	XM_045805783.1	XP_045661739.1	354	
NW_025576331.1	719841	719982		plus	small Cajal body-specific RNA 16	LOC123785015	123785015	ncRNA	XR_006777585.1			
NW_025576331.1	728483	743496		minus	poliovirus receptor	PVR	123802660	protein-coding	XM_045813561.1	XP_045669517.1	431	
NW_025576331.1	737749	738697		minus	uncharacterized gene	LOC123802739	123802739	pseudogene				
NW_025576331.1	752498	768535		minus	immunoglobulin superfamily member 23 isoform X1	IGSF23	123802825	protein-coding	XM_045813759.1	XP_045669715.1	322	
NW_025576331.1	776145	776278		minus	U4 spliceosomal RNA	LOC123785014	123785014	snRNA	XR_006777584.1			
NW_025576331.1	830803	855187		plus	carcinoembryonic antigen-related cell adhesion molecule 20 isoform X1	CEACAM20	123803001	protein-coding	XM_045814144.1	XP_045670100.1	603	
NW_025576331.1	857950	879097		plus	zinc finger protein 180 isoform X1	ZNF180	123803275	protein-coding	XM_045814652.1	XP_045670608.1	732	
NW_025576331.1	905663	924421		plus	zinc finger protein 229	ZNF229	123803391	protein-coding	XM_045814837.1	XP_045670793.1	817	
NW_025576331.1	929038	949017		plus	zinc finger protein 285	ZNF285	123803501	protein-coding	XM_045815044.1	XP_045671000.1	654	
NW_025576331.1	968966	1014801		plus	zinc finger protein 112 isoform X1	ZNF112	123803579	protein-coding	XM_045815201.1	XP_045671157.1	981	
NW_025576331.1	983108	986262		plus	uncharacterized gene	LOC123803795	123803795	pseudogene				
NW_025576331.1	1056210	1089725		plus	LOW QUALITY PROTEIN: zinc finger protein 235	ZNF235	123803850	protein-coding	XM_045815658.1	XP_045671614.1	722	
NW_025576331.1	1131569	1154145		minus	LOW QUALITY PROTEIN: zinc finger protein 233	ZNF233	123803908	protein-coding	XM_045815787.1	XP_045671743.1	643	
