Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NW_022103896.1	216682	246645		plus	rho GTPase-activating protein 39 isoform X1	ARHGAP39	101638725	protein-coding	XM_004697345.2	XP_004697402.1	1138	
NW_022103896.1	246870	248728		plus	UPF0598 protein C8orf82 homolog	CUNH8orf82	101648206	protein-coding	XM_004697590.1	XP_004697647.1	193	
NW_022103896.1	248532	252740		plus	leucine-rich repeat-containing protein 24	LRRC24	101639046	protein-coding	XM_004697346.2	XP_004697403.1	516	
NW_022103896.1	253568	256385		minus	uncharacterized LOC123521203	LOC123521203	123521203	lncRNA	XR_006679674.1			
NW_022103896.1	256584	263079		plus	ATP-dependent DNA helicase Q4	RECQL4	101648515	protein-coding	XM_045286684.1	XP_045142619.1	1216	
NW_022103896.1	262836	264915		minus	major facilitator superfamily domain-containing protein 3	MFSD3	101648809	protein-coding	XM_004697592.2	XP_004697649.1	412	
NW_022103896.1	266738	272467		minus	alanine aminotransferase 1 isoform X1	GPT	101639357	protein-coding	XM_004697347.2	XP_004697404.1	496	
NW_022103896.1	271639	281758		minus	protein phosphatase 1 regulatory subunit 16A	PPP1R16A	101639682	protein-coding	XM_004697348.2	XP_004697405.1	524	
NW_022103896.1	280154	281377		plus	uncharacterized gene	LOC101649122	101649122	pseudogene				
NW_022103896.1	310981	322997		plus	cysteine and histidine-rich protein 1	CYHR1	101640000	protein-coding	XM_004697349.2	XP_004697406.1	362	
NW_022103896.1	325816	337798		plus	tonsoku-like protein	TONSL	101649763	protein-coding	XM_045286699.1	XP_045142634.1	1284	
NW_022103896.1	338016	341373		plus	vacuolar protein sorting-associated protein 28 homolog isoform X1	VPS28	101640313	protein-coding	XM_004697350.2	XP_004697407.1	221	
NW_022103896.1	342156	344105		minus	uncharacterized LOC123521434	LOC123521434	123521434	lncRNA	XR_006679882.1			
NW_022103896.1	343622	347500		plus	zinc transporter ZIP4	SLC39A4	101650075	protein-coding	XM_045287999.1	XP_045143934.1	649	
NW_022103896.1	352939	370376		plus	cleavage and polyadenylation specificity factor subunit 1	CPSF1	101640624	protein-coding	XM_004697351.2	XP_004697408.1	1444	
NW_022103896.1	370363	376636		minus	uncharacterized aarF domain-containing protein kinase 5	ADCK5	101650385	protein-coding	XM_045286703.1	XP_045142638.1	503	
NW_022103896.1	385066	386624		minus	uncharacterized gene	LOC101650696	101650696	pseudogene				
NW_022103896.1	391338	393339		minus	solute carrier family 52, riboflavin transporter, member 2	SLC52A2	101651005	protein-coding	XM_004697596.2	XP_004697653.1	449	
NW_022103896.1	393179	396650		plus	F-box/LRR-repeat protein 6	FBXL6	101651308	protein-coding	XM_004697597.2	XP_004697654.1	485	
NW_022103896.1	396829	398506		plus	transmembrane protein 249	TMEM249	101651614	protein-coding	XM_045286720.1	XP_045142655.1	270	
NW_022103896.1	443254	449478		plus	diacylglycerol O-acyltransferase 1	DGAT1	101652239	protein-coding	XM_045286728.1	XP_045142663.1	459	
NW_022103896.1	450230	454317		minus	heat shock factor protein 1 isoform X2	HSF1	101652561	protein-coding	XM_004697600.2	XP_004697657.2	462	
NW_022103896.1	463894	468587		plus	ribosome biogenesis protein BOP1-like	LOC123521306	123521306	protein-coding	XM_045286741.1	XP_045142676.1	149	
NW_022103896.1	469810	480961		plus	ribosome biogenesis protein BOP1	LOC101652878	101652878	protein-coding	XM_004697601.2	XP_004697658.2	637	
NW_022103896.1	475049	476302		minus	basic helix-loop-helix transcription factor scleraxis	SCX	105979379	protein-coding	XM_013006815.2	XP_012862269.1	123	
NW_022103896.1	481039	507795		minus	maestro heat-like repeat-containing protein family member 1 isoform X2	MROH1	101641157	protein-coding	XM_030887922.2	XP_030743782.1	1642	
NW_022103896.1	512182	513600		minus	uncharacterized gene	LOC101653190	101653190	pseudogene				
NW_022103896.1	530388	532924		plus	testis-specific serine/threonine-protein kinase 5-like	LOC101653507	101653507	protein-coding	XM_004697602.1	XP_004697659.1	417	
NW_022103896.1	532922	535506		minus	protein HGH1 homolog	HGH1	101653821	protein-coding	XM_045286323.1	XP_045142258.1	389	
NW_022103896.1	547380	547540		minus	U1 spliceosomal RNA	LOC115869055	115869055	snRNA	XR_004045966.1			
NW_022103896.1	547554	547654		minus	uncharacterized gene	LOC115868745	115868745	pseudogene				
NW_022103896.1	556082	563807		minus	LOW QUALITY PROTEIN: WD repeat-containing protein 97	WDR97	101654138	protein-coding	XM_045286754.1	XP_045142689.1	1635	
NW_022103896.1	564037	566910		minus	repressor of RNA polymerase III transcription MAF1 homolog isoform X2	MAF1	101641469	protein-coding	XM_004697354.2	XP_004697411.1	257	
NW_022103896.1	567578	571630		plus	sharpin	SHARPIN	101654451	protein-coding	XM_045286760.1	XP_045142695.1	389	
NW_022103896.1	572131	573212		minus	cytochrome c1, heme protein, mitochondrial	LOC101641779	101641779	protein-coding	XM_004697355.2	XP_004697412.1	174	
NW_022103896.1	580520	587290		minus	uncharacterized gene	LOC101654764	101654764	pseudogene				
NW_022103896.1	588540	591420		minus	glycosylphosphatidylinositol anchor attachment 1 protein	GPAA1	101642093	protein-coding	XM_004697356.4	XP_004697413.2	609	
NW_022103896.1	592176	595757		minus	exosome complex component RRP41	EXOSC4	101642404	protein-coding	XM_004697357.2	XP_004697414.1	245	
NW_022103896.1	614021	623439		plus	5-oxoprolinase isoform X1	OPLAH	101642718	protein-coding	XM_004697358.2	XP_004697415.1	1300	
NW_022103896.1	623129	625025		minus	sphingomyelin phosphodiesterase 5	LOC101655076	101655076	protein-coding	XM_004697605.2	XP_004697662.2	316	
NW_022103896.1	626929	646923		minus	speriolin isoform X1	SPATC1	101643026	protein-coding	XM_045287993.1	XP_045143928.1	615	
NW_022103896.1	640348	647910		plus	uncharacterized LOC123521433	LOC123521433	123521433	lncRNA	XR_006679881.1			
NW_022103896.1	681175	683273		minus	protein lifeguard 1	GRINA	101643347	protein-coding	XM_004697360.2	XP_004697417.1	363	
NW_022103896.1	691006	694597		plus	protein mono-ADP-ribosyltransferase PARP10	PARP10	101655700	protein-coding	XM_045286786.1	XP_045142721.1	742	
NW_022103896.1	698109	750665		plus	plectin isoform X3	LOC101643659	101643659	protein-coding	XM_004697361.2	XP_004697418.1	4687	
NW_022103896.1	822615	830203		plus	nuclear receptor-binding protein 2	NRBP2	123521308	protein-coding	XM_045286795.1	XP_045142730.1	491	
NW_022103896.1	831335	846234		plus	poly(U)-binding-splicing factor PUF60	PUF60	101657877	protein-coding	XM_045286801.1	XP_045142736.1	551	
NW_022103896.1	847147	864833		plus	protein scribble homolog	SCRIB	101658199	protein-coding	XM_045286809.1	XP_045142744.1	1603	
NW_022103896.1	865289	903904		minus	IQ motif and ankyrin repeat domain-containing protein 1	IQANK1	123521310	protein-coding	XM_045286816.1	XP_045142751.1	387	
NW_022103896.1	909031	915705		plus	protein FAM83H	FAM83H	101645036	protein-coding	XM_004697367.2	XP_004697424.2	1247	
NW_022103896.1	918029	923304		minus	mitogen-activated protein kinase 15	MAPK15	101658840	protein-coding	XM_045286256.1	XP_045142191.1	538	
NW_022103896.1	928188	929512		plus	coiled-coil domain-containing protein 166	CCDC166	101659159	protein-coding	XM_004697613.1	XP_004697670.1	405	
NW_022103896.1	932499	940296		minus	zinc finger protein 707	ZNF707	101659473	protein-coding	XM_045286818.1	XP_045142753.1	467	
NW_022103896.1	942646	945265		minus	zinc finger protein 623	ZNF623	101659783	protein-coding	XM_004718063.4	XP_004718120.2	468	
NW_022103896.1	967901	970997		plus	GDP-L-fucose synthase isoform X3	GFUS	101645351	protein-coding	XM_004697368.2	XP_004697425.1	321	
NW_022103896.1	972648	976395		plus	pyrroline-5-carboxylate reductase 3	PYCR3	101645676	protein-coding	XM_004697369.2	XP_004697426.1	276	
NW_022103896.1	976364	979957		minus	tigger transposable element-derived protein 5	TIGD5	101660098	protein-coding	XM_004697615.2	XP_004697672.1	592	
NW_022103896.1	983915	989473		plus	elongation factor 1-delta isoform X3	EEF1D	101645990	protein-coding	XM_004697370.2	XP_004697427.1	631	
NW_022103896.1	990370	993202		plus	nicotinate phosphoribosyltransferase isoform X2	NAPRT	101660408	protein-coding	XM_004697616.4	XP_004697673.3	310	
NW_022103896.1	994548	998914		plus	LOW QUALITY PROTEIN: maestro heat-like repeat-containing protein family member 6	MROH6	101660726	protein-coding	XM_004697617.1	XP_004697674.1	694	
NW_022103896.1	1000396	1004753		minus	gasdermin-D	GSDMD	101661042	protein-coding	XM_004697618.2	XP_004697675.1	484	
NW_022103896.1	1005398	1005679		plus	SH3 domain-binding glutamic acid-rich-like protein 3	LOC101661360	101661360	protein-coding	XM_045286823.1	XP_045142758.1	93	
NW_022103896.1	1019075	1071353		plus	zinc finger CCCH domain-containing protein 3 isoform X1	ZC3H3	101661675	protein-coding	XM_045297946.1	XP_045153881.1	900	
NW_022103896.1	1120475	1130263		minus	rhophilin-1 isoform X1	RHPN1	101661977	protein-coding	XM_045298013.1	XP_045153948.1	757	
NW_022103896.1	1144144	1148632		minus	zinc finger protein 497-like	LOC123522657	123522657	protein-coding	XM_045298724.1	XP_045154659.1	275	
NW_022103896.1	1154432	1159826		minus	LOW QUALITY PROTEIN: zinc finger protein GLI4	LOC101662290	101662290	protein-coding	XM_045286830.1	XP_045142765.1	352	
NW_022103896.1	1168391	1171406		minus	glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1 isoform X1	GPIHBP1	123521402	protein-coding	XM_045287641.1	XP_045143576.1	228	
NW_022103896.1	1180885	1182846		plus	lymphocyte antigen 6H	LY6H	101662930	protein-coding	XM_030884635.2	XP_030740495.2	135	
NW_022103896.1	1201576	1205090		minus	lymphocyte antigen 6L	LY6L	101663254	protein-coding	XM_004697622.1	XP_004697679.1	143	
NW_022103896.1	1234210	1234966		minus	lymphocyte antigen 6E	LY6E	101663565	protein-coding	XM_004697623.2	XP_004697680.1	73	
NW_022103896.1	1265603	1267734		minus	lymphocyte antigen 6H-like	LOC101663874	101663874	protein-coding	XM_004697624.2	XP_004697681.2	227	
NW_022103896.1	1317078	1331080		minus	uncharacterized gene	LOC101664180	101664180	pseudogene				
NW_022103896.1	1331421	1336058		minus	cytochrome P450 11B2, mitochondrial	LOC101664498	101664498	protein-coding	XM_004697625.3	XP_004697682.3	496	
NW_022103896.1	1396447	1397620		plus	lymphocyte antigen 6D	LY6D	101638013	protein-coding	XM_004697626.2	XP_004697683.2	130	
NW_022103896.1	1421661	1428228		plus	secreted Ly-6/uPAR domain-containing protein 2	LOC101638330	101638330	protein-coding	XM_030884640.2	XP_030740500.1	127	
NW_022103896.1	1432865	1435118		plus	ly6/PLAUR domain-containing protein 2	LOC101638956	101638956	protein-coding	XM_004697628.2	XP_004697685.1	126	
NW_022103896.1	1441612	1442541		plus	secreted Ly-6/uPAR-related protein 1	SLURP1	101639265	protein-coding	XM_013006511.1	XP_012861965.1	130	
NW_022103896.1	1443896	1446829		minus	protein THEM6	THEM6	101646735	protein-coding	XM_004697373.2	XP_004697430.1	208	
NW_022103896.1	1453814	1455772		plus	jerky protein homolog	JRK	101639587	protein-coding	XM_004697630.2	XP_004697687.1	544	
NW_022103896.1	1455520	1471495		minus	uncharacterized protein LOC123521404	LOC123521404	123521404	protein-coding	XM_045287645.1	XP_045143580.1	238	
NW_022103896.1	1467822	1474953		plus	activity-regulated cytoskeleton-associated protein	ARC	101639907	protein-coding	XM_013007460.3	XP_012862914.2	367	
NW_022103896.1	1529641	1533709		plus	uncharacterized LOC123521429, transcript variant X2	LOC123521429	123521429	lncRNA	XR_006679877.1			
NW_022103896.1	1539020	1592203		minus	adhesion G protein-coupled receptor B1	ADGRB1	101640224	protein-coding	XM_045286872.1	XP_045142807.1	1365	
NW_022103896.1	2145554	2198407		plus	maestro heat-like repeat family member 5	LOC101641471	101641471	protein-coding	XM_004697635.4	XP_004697692.4	1263	
NW_022103896.1	2199904	2205337		minus	protein tyrosine phosphatase type IVA 3	PTP4A3	101647044	protein-coding	XM_004697374.2	XP_004697431.1	173	
NW_022103896.1	2244615	2245679		plus	G-protein coupled receptor 20	GPR20	101641781	protein-coding	XM_004697636.1	XP_004697693.1	354	
NW_022103896.1	2311758	2327964		plus	solute carrier family 45 member 4	SLC45A4	101647574	protein-coding	XM_004697376.2	XP_004697433.1	770	
NW_022103896.1	2330211	2428603		minus	DENN domain-containing protein 3	DENND3	101642095	protein-coding	XM_004697637.2	XP_004697694.1	1377	
NW_022103896.1	2490232	2635378		plus	focal adhesion kinase 1 isoform X12	PTK2	101647889	protein-coding	XM_004697378.4	XP_004697435.2	1078	
NW_022103896.1	2516511	2516640		plus	small nucleolar RNA SNORA24	LOC115868945	115868945	snoRNA	XR_004045903.1			
NW_022103896.1	2554263	2561915		minus	uncharacterized gene	LOC105979227	105979227	pseudogene				
NW_022103896.1	2660185	2660543		plus	uncharacterized gene	LOC115868299	115868299	pseudogene				
NW_022103896.1	2717253	2741078		plus	protein argonaute-2	AGO2	101648413	protein-coding	XM_004697379.3	XP_004697436.1	816	
NW_022103896.1	2753586	2756586		minus	chromatin accessibility complex protein 1	CHRAC1	101648715	protein-coding	XM_004697380.2	XP_004697437.1	131	
NW_022103896.1	2795979	3108996		plus	trafficking protein particle complex subunit 9	TRAPPC9	101642720	protein-coding	XM_045286911.1	XP_045142846.1	1083	
NW_022103896.1	3214911	3215822		plus	potassium channel subfamily K member 9	KCNK9	101649026	protein-coding	XM_004697381.4	XP_004697438.2	303	
NW_022103896.1	3676970	3734498		plus	collagen alpha-1(XXII) chain	COL22A1	123521321	protein-coding	XM_045286927.1	XP_045142862.1	211	
NW_022103896.1	3763452	3775713		plus	uncharacterized LOC123522531	LOC123522531	123522531	lncRNA	XR_006680793.1			
NW_022103896.1	3778812	3866977		plus	collagen alpha-1(I) chain-like	LOC123521323	123521323	protein-coding	XM_045286933.1	XP_045142868.1	700	
NW_022103896.1	3927641	4162712		plus	protein FAM135B	FAM135B	101643661	protein-coding	XM_045286938.1	XP_045142873.1	1427	
NW_022103896.1	4491057	4491326		minus	uncharacterized gene	LOC115868301	115868301	pseudogene				
NW_022103896.1	4595787	4595917		plus	small nucleolar RNA SNORA31	LOC115868846	115868846	snoRNA	XR_004045818.1			
NW_022103896.1	4831425	4831864		minus	uncharacterized gene	LOC101649340	101649340	pseudogene				
NW_022103896.1	5997819	5997942		plus	U6atac minor spliceosomal RNA	LOC115869012	115869012	snRNA	XR_004045938.1			
NW_022103896.1	6136883	6137090		minus	uncharacterized gene	LOC115868304	115868304	pseudogene				
NW_022103896.1	6163246	6273833		minus	KH domain-containing, RNA-binding, signal transduction-associated protein 3	KHDRBS3	101644303	protein-coding	XM_030884466.2	XP_030740326.2	320	
NW_022103896.1	6698032	6699384		minus	uncharacterized LOC123522537	LOC123522537	123522537	lncRNA	XR_006680795.1			
NW_022103896.1	6773697	6801838		plus	uncharacterized LOC123521215, transcript variant X9	LOC123521215	123521215	lncRNA	XR_006679683.1			
NW_022103896.1	6835774	6842483		plus	uncharacterized LOC123521823, transcript variant X2	LOC123521823	123521823	lncRNA	XR_006680184.1			
NW_022103896.1	6843347	6947401		plus	zinc finger protein ZFAT	ZFAT	101644625	protein-coding	XM_045286964.1	XP_045142899.1	1143	
NW_022103896.1	7674514	7730836		plus	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1	ST3GAL1	101649658	protein-coding	XM_004697382.2	XP_004697439.1	329	
NW_022103896.1	7705875	7712345		minus	uncharacterized LOC123520991	LOC123520991	123520991	lncRNA	XR_006679501.1			
NW_022103896.1	7747758	7751347		plus	uncharacterized gene	LOC101644943	101644943	pseudogene				
NW_022103896.1	7847329	7891889		plus	protein NDRG1	NDRG1	101649974	protein-coding	XM_004697383.2	XP_004697440.1	384	
NW_022103896.1	7901875	7931396		minus	CCN family member 4	CCN4	101645253	protein-coding	XM_013007397.2	XP_012862851.2	369	
NW_022103896.1	7965693	8155305		minus	thyroglobulin	TG	101650596	protein-coding	XM_004697385.1	XP_004697442.1	2754	
NW_022103896.1	7982625	8036448		plus	src-like-adapter	SLA	101650282	protein-coding	XM_004697384.4	XP_004697441.3	295	
NW_022103896.1	8167255	8233777		minus	PHD finger protein 20-like protein 1 isoform X4	PHF20L1	101650906	protein-coding	XM_004697386.2	XP_004697443.1	1023	
NW_022103896.1	8266900	8299698		plus	transmembrane protein 71 isoform X1	TMEM71	101645572	protein-coding	XM_045287370.1	XP_045143305.1	310	
NW_022103896.1	8316904	8383370		plus	dynein axonemal assembly factor 11	DNAAF11	101645890	protein-coding	XM_004697644.2	XP_004697701.1	475	
NW_022103896.1	8444319	8699201		plus	potassium voltage-gated channel subfamily KQT member 3	KCNQ3	101651409	protein-coding	XM_045287958.1	XP_045143893.1	836	
NW_022103896.1	8719204	8749672		plus	HERV-H LTR-associating protein 1	HHLA1	101646201	protein-coding	XM_004697645.1	XP_004697702.1	411	
NW_022103896.1	8759798	8783257		plus	otoconin-90	OC90	101646520	protein-coding	XM_004697646.1	XP_004697703.1	464	
NW_022103896.1	8784573	8866464		minus	protein EFR3 homolog A isoform X1	EFR3A	101651716	protein-coding	XM_004697389.3	XP_004697446.2	821	
NW_022103896.1	9120771	9120881		minus	uncharacterized gene	LOC115869099	115869099	pseudogene				
NW_022103896.1	9460419	9654751		plus	adenylate cyclase type 8 isoform X1	ADCY8	101652236	protein-coding	XM_004697391.3	XP_004697448.1	1253	
NW_022103896.1	9694540	9696435		minus	uncharacterized gene	LOC101647159	101647159	pseudogene				
NW_022103896.1	9949414	9962730		minus	LOW QUALITY PROTEIN: ubiquitin-conjugating enzyme E2 E3-like	LOC101647478	101647478	protein-coding	XM_030884683.2	XP_030740543.1	374	
NW_022103896.1	10057380	10171431		plus	arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1	ASAP1	101647794	protein-coding	XM_045286994.1	XP_045142929.1	1060	
NW_022103896.1	10268110	10270533		minus	uncharacterized LOC123522380	LOC123522380	123522380	lncRNA	XR_006680645.1			
NW_022103896.1	10297943	10343610		plus	CYFIP-related Rac1 interactor B isoform X1	CYRIB	101652769	protein-coding	XM_004697393.2	XP_004697450.1	324	
NW_022103896.1	10568036	10569146		minus	LOW QUALITY PROTEIN: ADP/ATP translocase 2-like	LOC101653289	101653289	protein-coding	XM_045287540.1	XP_045143475.1	298	
NW_022103896.1	10594596	10595004		minus	uncharacterized gene	LOC105979321	105979321	pseudogene				
NW_022103896.1	11018808	11018929		minus	small nucleolar RNA SNORA61	LOC115868990	115868990	snoRNA	XR_004045920.1			
NW_022103896.1	11954923	11955086		plus	U1 spliceosomal RNA	LOC115869044	115869044	snRNA	XR_004045958.1			
NW_022103896.1	11980038	11980201		plus	U1 spliceosomal RNA	LOC115869056	115869056	snRNA	XR_004045967.1			
NW_022103896.1	12218376	12394897		minus	uncharacterized LOC123521369	LOC123521369	123521369	lncRNA	XR_006679821.1			
NW_022103896.1	12382259	12382839		plus	uncharacterized gene	LOC101653606	101653606	pseudogene				
NW_022103896.1	12446086	12451008		minus	myc proto-oncogene protein isoform X3	MYC	101649029	protein-coding	XM_004697650.3	XP_004697707.1	439	
NW_022103896.1	12456067	12457530		minus	60S ribosomal protein L8-like	LOC101649661	101649661	protein-coding	XM_045287000.1	XP_045142935.1	264	
NW_022103896.1	12584297	12585077		plus	uncharacterized gene	LOC101649976	101649976	pseudogene				
NW_022103896.1	13210363	13210957		minus	uncharacterized gene	LOC101650284	101650284	pseudogene				
NW_022103896.1	13640917	13641552		minus	uncharacterized gene	LOC101653915	101653915	pseudogene				
NW_022103896.1	13687351	13693561		plus	protein LRATD2	LRATD2	101650907	protein-coding	XM_045287223.1	XP_045143158.1	305	
NW_022103896.1	13728165	13731343		plus	uncharacterized LOC123521361	LOC123521361	123521361	lncRNA	XR_006679813.1			
NW_022103896.1	13908637	13908756		plus	small nucleolar RNA SNORA61	LOC115868994	115868994	snoRNA	XR_004045923.1			
NW_022103896.1	14668085	14675589		minus	tribbles homolog 1	TRIB1	101654232	protein-coding	XM_004697395.2	XP_004697452.1	372	
NW_022103896.1	14729171	15014926		minus	E3 SUMO-protein ligase NSE2	NSMCE2	101651215	protein-coding	XM_004697653.2	XP_004697710.1	245	
NW_022103896.1	15015107	15068074		plus	WASH complex subunit 5	WASHC5	101651521	protein-coding	XM_013006559.3	XP_012862013.1	1102	
NW_022103896.1	15067893	15085160		minus	squalene monooxygenase	SQLE	101654543	protein-coding	XM_004697396.2	XP_004697453.1	570	
NW_022103896.1	15085375	15098723		minus	LOW QUALITY PROTEIN: zinc finger protein 572	ZNF572	101651828	protein-coding	XM_004697655.4	XP_004697712.4	613	
NW_022103896.1	15309578	15479922		plus	protein MTSS 1	MTSS1	101652133	protein-coding	XM_045287024.1	XP_045142959.1	727	
NW_022103896.1	15482672	15488247		minus	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9	NDUFB9	101654859	protein-coding	XM_004697397.2	XP_004697454.1	179	
NW_022103896.1	15488336	15521581		plus	putative deoxyribonuclease TATDN1 isoform X1	TATDN1	101655176	protein-coding	XM_004697398.2	XP_004697455.1	297	
NW_022103896.1	15508866	15532037		minus	E3 ubiquitin-protein ligase RNF139	RNF139	101652451	protein-coding	XM_013006562.2	XP_012862016.2	610	
NW_022103896.1	15545013	15555279		minus	tRNA wybutosine-synthesizing protein 2 homolog	TRMT12	101655489	protein-coding	XM_004697399.2	XP_004697456.1	439	
NW_022103896.1	15623397	15644529		plus	transmembrane protein 65	TMEM65	101652770	protein-coding	XM_013006563.2	XP_012862017.2	168	
NW_022103896.1	15737354	15739477		plus	uncharacterized gene	LOC115868435	115868435	pseudogene				
NW_022103896.1	15792281	15928449		minus	fer-1-like protein 6	FER1L6	101655808	protein-coding	XM_004697400.2	XP_004697457.1	1861	
NW_022103896.1	15792484	15824062		plus	uncharacterized LOC123521439	LOC123521439	123521439	lncRNA	XR_006679888.1			
NW_022103896.1	16033362	16055145		minus	protein FAM91A1	FAM91A1	101656113	protein-coding	XM_004697401.3	XP_004697458.1	596	
NW_022103896.1	16050887	16051019		minus	small nucleolar RNA SNORA31	LOC115868835	115868835	snoRNA	XR_004045810.1			
NW_022103896.1	16124078	16152449		plus	annexin A13	ANXA13	101653401	protein-coding	XM_045287033.1	XP_045142968.1	298	
NW_022103896.1	16177071	16187960		plus	kelch-like protein 38	KLHL38	101653717	protein-coding	XM_004697660.2	XP_004697717.1	581	
NW_022103896.1	16289548	16331437		plus	F-box only protein 32	FBXO32	101656418	protein-coding	XM_004697402.2	XP_004697459.1	356	
