Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NW_003573420.1	5233522	5787269		plus	LOW QUALITY PROTEIN: nesprin-1	SYNE1	100677029	protein-coding	XM_023547044.1	XP_023402812.1	8806	
NW_003573420.1	5806111	6122690		minus	estrogen receptor	ESR1	100677316	protein-coding	XM_010595835.2	XP_010594137.2	475	
NW_003573420.1	5851833	5852596		minus	uncharacterized gene	LOC111750343	111750343	pseudogene				
NW_003573420.1	5951541	5951640		minus	uncharacterized gene	LOC111750436	111750436	pseudogene				
NW_003573420.1	6412483	6493473		minus	coiled-coil domain-containing protein 170	CCDC170	100677597	protein-coding	XM_010588201.2	XP_010586503.1	639	
NW_003573420.1	6573251	6589253		minus	protein-glutamate O-methyltransferase isoform X1	ARMT1	100662706	protein-coding	XM_003404242.3	XP_003404290.1	439	
NW_003573420.1	6589388	6650527		plus	required for meiotic nuclear division protein 1 homolog isoform X6	RMND1	100653602	protein-coding	XM_003403962.3	XP_003404010.1	452	
NW_003573420.1	6678946	6689000		plus	zinc finger and BTB domain-containing protein 2	ZBTB2	100668126	protein-coding	XM_003404261.3	XP_003404309.2	549	
NW_003573420.1	6701566	6763596		minus	LOW QUALITY PROTEIN: A-kinase anchor protein 12	AKAP12	100654170	protein-coding	XM_023547628.1	XP_023403396.1	1744	
NW_003573420.1	6945119	7199606		minus	monofunctional C1-tetrahydrofolate synthase, mitochondrial isoform X3	MTHFD1L	100672390	protein-coding	XM_003404275.3	XP_003404323.1	973	
NW_003573420.1	7165535	7165660		minus	small nucleolar RNA SNORA11	LOC111750460	111750460	snoRNA	XR_002785589.1			
NW_003573420.1	7198831	7198952		minus	small nucleolar RNA SNORA11	LOC111750462	111750462	snoRNA	XR_002785595.1			
NW_003573420.1	7207920	7416968		minus	pleckstrin homology domain-containing family G member 1	PLEKHG1	100674679	protein-coding	XM_003404282.3	XP_003404330.1	1390	
NW_003573420.1	7717569	7744078		minus	iodotyrosine deiodinase 1 isoform X1	IYD	100655124	protein-coding	XM_003404298.2	XP_003404346.1	289	
NW_003573420.1	7882293	7985803		minus	protein phosphatase 1 regulatory subunit 14C	PPP1R14C	100654740	protein-coding	XM_010602755.1	XP_010601057.1	166	
NW_003573420.1	8049619	8049689		minus	tRNA-Gly	TRNAG-UCC	111750491	tRNA				
NW_003573420.1	8101854	8107608		plus	UL16-binding protein 1-like isoform X2	LOC100655023	100655023	protein-coding	XM_010586278.2	XP_010584580.1	275	
NW_003573420.1	8114779	8116027		plus	LOW QUALITY PROTEIN: UL16-binding protein 1	LOC104845422	104845422	protein-coding	XM_010588208.2	XP_010586510.1	206	
NW_003573420.1	8163796	8167460		plus	LOW QUALITY PROTEIN: UL16-binding protein 1-like	LOC111750193	111750193	protein-coding	XM_023546598.1	XP_023402366.1	204	
NW_003573420.1	8198167	8200677		plus	UL16-binding protein 1-like	LOC100655593	100655593	protein-coding	XM_023546633.1	XP_023402401.1	171	
NW_003573420.1	8238403	8336283		plus	low-density lipoprotein receptor-related protein 11	LRP11	100655875	protein-coding	XM_003403967.3	XP_003404015.1	471	
NW_003573420.1	8344289	8396194		minus	protein-L-isoaspartate(D-aspartate) O-methyltransferase isoform X1	PCMT1	100666032	protein-coding	XM_003404335.2	XP_003404383.2	286	
NW_003573420.1	8399299	8417443		plus	nucleoporin Nup43 isoform X1	NUP43	100668024	protein-coding	XM_003404343.3	XP_003404391.1	380	
NW_003573420.1	8432782	8436644		minus	uncharacterized protein LOC104845708	LOC104845708	104845708	protein-coding	XM_010588237.1	XP_010586539.1	208	
NW_003573420.1	8432856	8487990		plus	serine/threonine-protein kinase LATS1	LATS1	100670670	protein-coding	XM_003404353.3	XP_003404401.1	1132	
NW_003573420.1	8501501	8540899		plus	katanin p60 ATPase-containing subunit A1	KATNA1	100656448	protein-coding	XM_010588244.2	XP_010586546.2	462	
NW_003573420.1	8542440	8578163		minus	glycoprotein integral membrane protein 1 isoform X1	GINM1	100674479	protein-coding	XM_023549384.1	XP_023405152.1	210	
NW_003573420.1	8598024	8642184		plus	peptidyl-prolyl cis-trans isomerase-like 4	PPIL4	100656733	protein-coding	XM_003403970.3	XP_003404018.1	460	
NW_003573420.1	8668132	8720945		plus	probable ribonuclease ZC3H12D isoform X2	ZC3H12D	100657012	protein-coding	XM_003403971.2	XP_003404019.1	558	
NW_003573420.1	8760216	8822947		minus	TGF-beta-activated kinase 1 and MAP3K7-binding protein 2 isoform X2	TAB2	100656450	protein-coding	XM_010586737.2	XP_010585039.1	693	
NW_003573420.1	8935923	8936940		minus	uncharacterized gene	LOC100657301	100657301	pseudogene				
NW_003573420.1	9169050	9536192		minus	uronyl 2-sulfotransferase	UST	100657586	protein-coding	XM_010586963.2	XP_010585265.2	340	
NW_003573420.1	9252545	9254343		minus	uncharacterized gene	LOC100658537	100658537	pseudogene				
NW_003573420.1	9435784	9435854		plus	tRNA-Gly	TRNAG-UCC	111750486	tRNA				
NW_003573420.1	9705752	10015187		minus	SAM and SH3 domain-containing protein 1 isoform X5	SASH1	100663276	protein-coding	XM_003404407.3	XP_003404455.1	1233	
NW_003573420.1	9865904	9866848		plus	uncharacterized gene	LOC111751178	111751178	pseudogene				
NW_003573420.1	10498132	10498202		plus	tRNA-Gly	TRNAG-UCC	111750499	tRNA				
NW_003573420.1	10773945	10840224		minus	sterile alpha motif domain-containing protein 5	SAMD5	100657873	protein-coding	XM_010588272.2	XP_010586574.1	165	
NW_003573420.1	10937343	11143787		minus	LOW QUALITY PROTEIN: syntaxin-binding protein 5	STXBP5	100667836	protein-coding	XM_003404421.3	XP_003404469.1	1149	
NW_003573420.1	11485625	11486129		plus	uncharacterized gene	LOC100658160	100658160	pseudogene				
NW_003573420.1	11661067	11890030		minus	androglobin	ADGB	100671330	protein-coding	XM_023550601.1	XP_023406369.1	1666	
NW_003573420.1	11927222	11952811		minus	ras-related protein Rab-32 isoform X2	RAB32	100673334	protein-coding	XM_003404441.3	XP_003404489.1	225	
NW_003573420.1	12005429	12055271		minus	uncharacterized gene	LOC100658441	100658441	pseudogene				
NW_003573420.1	12059225	12062672		minus	metabotropic glutamate receptor 1-like	LOC111750201	111750201	protein-coding	XM_023546625.1	XP_023402393.1	313	
NW_003573420.1	12060319	12544457		minus	metabotropic glutamate receptor 1	LOC100658721	100658721	protein-coding	XM_010587336.1	XP_010585638.1	906	
NW_003573420.1	12642436	12741164		plus	E3 ubiquitin-protein ligase SHPRH	SHPRH	100653601	protein-coding	XM_003403884.3	XP_003403932.1	1684	
NW_003573420.1	12656161	12656267		plus	U6 spliceosomal RNA	LOC111750443	111750443	snRNA	XR_002785573.1			
NW_003573420.1	12799396	12799559		plus	U1 spliceosomal RNA	LOC111750465	111750465	snRNA	XR_002785598.1			
NW_003573420.1	12817024	12841966		plus	F-box only protein 30	FBXO30	100655503	protein-coding	XM_010587469.2	XP_010585771.1	743	
NW_003573420.1	12896413	13011597		plus	laforin	EPM2A	100659008	protein-coding	XM_003403975.3	XP_003404023.1	327	
NW_003573420.1	13915507	14531186		minus	utrophin isoform X1	UTRN	100659583	protein-coding	XM_010587643.2	XP_010585945.2	2816	
NW_003573420.1	14389070	14389140		minus	tRNA-Gly	TRNAG-UCC	111750492	tRNA				
NW_003573420.1	14483047	14490656		minus	uncharacterized LOC111751391, transcript variant X2	LOC111751391	111751391	lncRNA	XR_002786469.1			
NW_003573420.1	14559949	14574428		minus	uncharacterized LOC111751436	LOC111751436	111751436	lncRNA	XR_002786517.1			
NW_003573420.1	14602619	14602701		plus	tRNA-Leu	TRNAL-UAA	111750503	tRNA				
NW_003573420.1	14634558	14713449		minus	LOW QUALITY PROTEIN: syntaxin-11	STX11	100661015	protein-coding	XM_023551503.1	XP_023407271.1	310	
NW_003573420.1	14642710	14643801		minus	uncharacterized gene	LOC100663188	100663188	pseudogene				
NW_003573420.1	14781145	14784213		plus	splicing factor 3B subunit 5	SF3B5	100665079	protein-coding	XM_023551714.1	XP_023407482.1	86	
NW_003573420.1	14884848	14968541		plus	LOW QUALITY PROTEIN: zinc finger protein PLAGL1	PLAGL1	100666689	protein-coding	XM_003403925.2	XP_003403973.1	461	
NW_003573420.1	14968642	15034775		minus	zinc finger C2HC domain-containing protein 1B	ZC2HC1B	100660151	protein-coding	XM_003403978.3	XP_003404026.1	217	
NW_003573420.1	15036409	15050084		minus	protein LTV1 homolog isoform X1	LTV1	100660434	protein-coding	XM_010588050.2	XP_010586352.1	476	
NW_003573420.1	15071617	15216288		minus	phosphatase and actin regulator 2 isoform X3	PHACTR2	100660726	protein-coding	XM_010588137.2	XP_010586439.1	653	
NW_003573420.1	15435550	15451210		plus	plasma alpha-L-fucosidase isoform X1	FUCA2	100661493	protein-coding	XM_003403983.3	XP_003404031.1	468	
NW_003573420.1	15453949	15517576		minus	peroxisomal biogenesis factor 3 isoform X1	PEX3	100674566	protein-coding	XM_003403951.3	XP_003403999.1	373	
NW_003573420.1	15511429	15511535		minus	U6 spliceosomal RNA	LOC111750444	111750444	snRNA	XR_002785574.1			
NW_003573420.1	15517658	15544683		plus	tRNA-specific adenosine deaminase 2	ADAT2	100661778	protein-coding	XM_003403984.3	XP_003404032.1	191	
NW_003573420.1	15623477	15650691		plus	uncharacterized LOC111751552	LOC111751552	111751552	lncRNA	XR_002786658.1			
NW_003573420.1	15650698	15943523		minus	androgen-induced gene 1 protein isoform X1	AIG1	100662062	protein-coding	XM_010588493.2	XP_010586795.1	210	
NW_003573420.1	16059350	16298222		plus	transcription factor HIVEP2	HIVEP2	100662341	protein-coding	XM_010588621.2	XP_010586923.1	2446	
NW_003573420.1	16649976	16809900		minus	adhesion G-protein coupled receptor G6 isoform X1	ADGRG6	100676559	protein-coding	XM_010588714.2	XP_010587016.1	1249	
NW_003573420.1	16906288	16992332		minus	vacuolar protein sorting-associated protein VTA1 homolog isoform X1	VTA1	100653886	protein-coding	XM_003403963.3	XP_003404011.1	306	
NW_003573420.1	16994266	16995382		minus	gap junction epsilon-1 protein	LOC111750210	111750210	protein-coding	XM_023546644.1	XP_023402412.1	191	
NW_003573420.1	17033037	17049830		plus	neuromedin-B receptor	NMBR	100662903	protein-coding	XM_003403986.3	XP_003404034.2	393	
NW_003573420.1	18626938	18627044		plus	U6 spliceosomal RNA	LOC111750416	111750416	snRNA	XR_002785551.1			
NW_003573420.1	20034281	20154244		minus	uncharacterized LOC111751740	LOC111751740	111751740	lncRNA	XR_002786827.1			
NW_003573420.1	20097801	20097905		plus	U6 spliceosomal RNA	LOC111750447	111750447	snRNA	XR_002785579.1			
NW_003573420.1	20203963	20208941		plus	cbp/p300-interacting transactivator 2 isoform X2	CITED2	100656162	protein-coding	XM_003403968.3	XP_003404016.1	271	
NW_003573420.1	20275541	20279648		plus	uncharacterized gene	LOC111751761	111751761	pseudogene				
NW_003573420.1	20299742	20352980		plus	beta-taxilin	TXLNB	100663472	protein-coding	XM_003403987.3	XP_003404035.1	687	
NW_003573420.1	20404504	20472451		minus	headcase protein homolog	HECA	100663756	protein-coding	XM_023546628.1	XP_023402396.1	553	
NW_003573420.1	20558370	20571443		minus	costars family protein ABRACL	ABRACL	100659869	protein-coding	XM_003403977.3	XP_003404025.1	81	
NW_003573420.1	20621039	20704331		plus	ralBP1-associated Eps domain-containing protein 1 isoform X2	REPS1	100661016	protein-coding	XM_003403981.3	XP_003404029.1	795	
NW_003573420.1	20704651	20775657		minus	epithelial cell-transforming sequence 2 oncogene-like	ECT2L	100662624	protein-coding	XM_003403985.3	XP_003404033.2	917	
NW_003573420.1	20787628	20793777		minus	uncharacterized LOC111751916	LOC111751916	111751916	lncRNA	XR_002786978.1			
NW_003573420.1	20799238	20807828		minus	LOW QUALITY PROTEIN: coiled-coil domain-containing protein 28A	CCDC28A	100664037	protein-coding	XM_023553982.1	XP_023409750.1	206	
NW_003573420.1	20906406	20907174		minus	nascent polypeptide-associated complex subunit alpha pseudogene	LOC100664320	100664320	transcribed_pseudogene	XR_775683.2			
NW_003573420.1	21113310	21113381		plus	tRNA-Gly	TRNAG-UCC	111750504	tRNA				
NW_003573420.1	21149777	21229044		plus	NHS-like protein 1 isoform X1	NHSL1	100664606	protein-coding	XM_023554041.1	XP_023409809.1	1649	
NW_003573420.1	21238382	21246089		minus	heme-binding protein 2	HEBP2	100665459	protein-coding	XM_003403992.3	XP_003404040.1	205	
NW_003573420.1	21260773	21265706		minus	small integral membrane protein 28-like	LOC111750205	111750205	protein-coding	XM_023546629.1	XP_023402397.1	172	
NW_003573420.1	21302326	21469199		minus	brefeldin A-inhibited guanine nucleotide-exchange protein 3	ARFGEF3	100666879	protein-coding	XM_003403996.3	XP_003404044.1	2181	
NW_003573420.1	21332752	21342961		plus	uncharacterized LOC111751989	LOC111751989	111751989	lncRNA	XR_002787020.1			
NW_003573420.1	21488843	21489155		plus	uncharacterized gene	LOC100668304	100668304	pseudogene				
NW_003573420.1	21532046	21544931		plus	p53 apoptosis effector related to PMP-22	PERP	100669432	protein-coding	XM_003404003.2	XP_003404051.1	193	
NW_003573420.1	21762905	21778977		minus	tumor necrosis factor alpha-induced protein 3	TNFAIP3	100670852	protein-coding	XM_003404007.3	XP_003404055.1	790	
NW_003573420.1	21869930	21928173		minus	uncharacterized LOC111752049, transcript variant X3	LOC111752049	111752049	lncRNA	XR_002787042.1			
NW_003573420.1	22010044	22010150		plus	U6 spliceosomal RNA	LOC111750430	111750430	snRNA	XR_002785564.1			
NW_003573420.1	22182930	22184572		plus	uncharacterized LOC111750216	LOC111750216	111750216	lncRNA	XR_002785371.1			
NW_003573420.1	22187074	22189537		plus	oligodendrocyte transcription factor 3	OLIG3	100674003	protein-coding	XM_010589885.2	XP_010588187.1	272	
NW_003573420.1	22277958	22417727		minus	uncharacterized LOC111752061, transcript variant X9	LOC111752061	111752061	lncRNA	XR_002787058.1			
NW_003573420.1	22417979	22419558		minus	uncharacterized gene	LOC111752057	111752057	pseudogene				
NW_003573420.1	22486957	22518000		plus	interferon gamma receptor 1	IFNGR1	100665172	protein-coding	XM_010589963.2	XP_010588265.1	472	
NW_003573420.1	22547934	22565824		plus	interleukin-22 receptor subunit alpha-2	IL22RA2	100665746	protein-coding	XM_003403993.2	XP_003404041.1	231	
NW_003573420.1	22669461	22689587		plus	interleukin-20 receptor subunit alpha	IL20RA	100666028	protein-coding	XM_010590048.2	XP_010588350.2	551	
NW_003573420.1	22776477	22779648		minus	LOW QUALITY PROTEIN: solute carrier family 35 member D3	SLC35D3	100655966	protein-coding	XM_003404033.3	XP_003404081.1	422	
NW_003573420.1	22798585	22916384		minus	peroxisomal biogenesis factor 7	PEX7	100666312	protein-coding	XM_003403995.3	XP_003404043.1	323	
NW_003573420.1	22895878	22897216		plus	uncharacterized gene	LOC104845689	104845689	pseudogene				
NW_003573420.1	22928691	22929491		minus	uncharacterized gene	LOC100666594	100666594	pseudogene				
NW_003573420.1	22952642	23186737		plus	mitogen-activated protein kinase kinase kinase 5 isoform X1	MAP3K5	100658813	protein-coding	XM_003404038.3	XP_003404086.1	1374	
NW_003573420.1	23327821	23402864		plus	ensconsin	MAP7	100659385	protein-coding	XM_023555137.1	XP_023410905.1	605	
NW_003573420.1	23456866	23488520		plus	LOW QUALITY PROTEIN: bcl-2-associated transcription factor 1	BCLAF1	100660818	protein-coding	XM_010590302.2	XP_010588604.1	920	
NW_003573420.1	23500672	23518277		plus	mitochondrial fission regulator 2	MTFR2	100667166	protein-coding	XM_023555244.1	XP_023411012.1	357	
NW_003573420.1	23547562	23926068		minus	cAMP-specific 3',5'-cyclic phosphodiesterase 7B isoform X2	PDE7B	100667448	protein-coding	XM_010590438.2	XP_010588740.1	449	
NW_003573420.1	24329807	24533213		plus	jouberin isoform X1	AHI1	100667736	protein-coding	XM_023555412.1	XP_023411180.1	1180	
NW_003573420.1	24637226	24659817		minus	transcriptional activator Myb isoform X1	MYB	100668021	protein-coding	XM_023555609.1	XP_023411377.1	805	
NW_003573420.1	24835872	24933799		plus	HBS1-like protein isoform X2	HBS1L	100664792	protein-coding	XM_003404052.3	XP_003404100.2	377	
NW_003573420.1	24940879	24980326		plus	aldehyde dehydrogenase family 8 member A1	ALDH8A1	100666221	protein-coding	XM_003404056.3	XP_003404104.1	487	
NW_003573420.1	25477139	25495957		minus	uncharacterized LOC111752437	LOC111752437	111752437	lncRNA	XR_002787360.1			
NW_003573420.1	25743153	25749104		minus	uncharacterized gene	LOC111752468	111752468	pseudogene				
NW_003573420.1	25763904	25773070		plus	serine/threonine-protein kinase Sgk1 isoform X2	LOC100666881	100666881	protein-coding	XM_003404059.3	XP_003404107.1	431	
NW_003573420.1	25901876	25980043		plus	LOW QUALITY PROTEIN: solute carrier family 2, facilitated glucose transporter member 12	SLC2A12	100668591	protein-coding	XM_010591111.2	XP_010589413.2	636	
NW_003573420.1	25982068	26019716		minus	TATA box-binding protein-like protein 1	TBPL1	100668871	protein-coding	XM_023546631.1	XP_023402399.1	167	
NW_003573420.1	26063645	26067211		minus	transcription factor 21	TCF21	100670095	protein-coding	XM_003404068.3	XP_003404116.1	179	
NW_003573420.1	26457845	26564593		minus	eyes absent homolog 4	EYA4	100669148	protein-coding	XM_023546669.1	XP_023402437.1	651	
NW_003573420.1	27330031	27332822		minus	40S ribosomal protein S12	RPS12	100671805	protein-coding	XM_010591235.2	XP_010589537.1	132	
NW_003573420.1	27330220	27330349		minus	small nucleolar RNA SNORA33	LOC111750457	111750457	snoRNA	XR_002785587.1			
NW_003573420.1	27330692	27330767		minus	small nucleolar RNA SNORD100	LOC111750458	111750458	snoRNA	XR_002785588.1			
NW_003573420.1	27331979	27332051		minus	small nucleolar RNA SNORD101	LOC111750453	111750453	snoRNA	XR_002785583.1			
NW_003573420.1	27348858	27383154		plus	MFS-type transporter SLC18B1	SLC18B1	100669714	protein-coding	XM_003404004.3	XP_003404052.1	456	
NW_003573420.1	27391594	27399770		plus	pantetheinase-like	LOC111752511	111752511	protein-coding	XM_023556396.1	XP_023412164.1	192	
NW_003573420.1	27430609	27453847		plus	pantetheinase-like	LOC100670289	100670289	protein-coding	XM_003404006.2	XP_003404054.1	513	
NW_003573420.1	27460140	27464650		plus	uncharacterized gene	LOC100670572	100670572	pseudogene				
NW_003573420.1	27470089	27495344		plus	pantetheinase isoform X1	VNN1	100671136	protein-coding	XM_003404008.3	XP_003404056.1	509	
NW_003573420.1	27517488	27519215		plus	trace amine-associated receptor 1	TAAR1	100671422	protein-coding	XM_003404009.3	XP_003404057.1	339	
NW_003573420.1	27555815	27557889		plus	trace amine-associated receptor 2	TAAR2	100671707	protein-coding	XM_023546678.1	XP_023402446.1	330	
NW_003573420.1	27566518	27568293		plus	trace amine-associated receptor 3	LOC100671993	100671993	protein-coding	XM_003404011.3	XP_003404059.1	344	
NW_003573420.1	27580370	27581878		plus	trace amine-associated receptor 4-like	LOC100672283	100672283	protein-coding	XM_003404012.2	XP_003404060.1	347	
NW_003573420.1	27601359	27603711		plus	trace amine-associated receptor 6-like	LOC100654937	100654937	protein-coding	XM_003404087.2	XP_003404135.2	352	
NW_003573420.1	27611602	27613295		minus	trace amine-associated receptor 5	TAAR5	100656364	protein-coding	XM_003404090.3	XP_003404138.1	337	
NW_003573420.1	27626820	27627954		minus	trace amine-associated receptor 4-like	LOC100672570	100672570	protein-coding	XM_003404013.2	XP_003404061.1	347	
NW_003573420.1	27642330	27642455		minus	U6atac minor spliceosomal RNA	LOC111750466	111750466	snRNA	XR_002785599.1			
NW_003573420.1	27661470	27662685		minus	trace amine-associated receptor 7a-like	LOC100658066	100658066	protein-coding	XM_003404095.2	XP_003404143.1	343	
NW_003573420.1	27672518	27674630		plus	uncharacterized gene	LOC100672855	100672855	pseudogene				
NW_003573420.1	27684790	27686360		minus	trace amine-associated receptor 7a-like	LOC100659203	100659203	protein-coding	XM_003404099.2	XP_003404147.1	343	
NW_003573420.1	27696657	27698038		minus	uncharacterized gene	LOC100660345	100660345	pseudogene				
NW_003573420.1	27717344	27718620		minus	uncharacterized gene	LOC100660926	100660926	pseudogene				
NW_003573420.1	27729146	27730849		minus	trace amine-associated receptor 8	LOC100662064	100662064	protein-coding	XM_003404104.2	XP_003404152.1	343	
NW_003573420.1	27758825	27760177		plus	trace amine-associated receptor 7a-like	LOC100663758	100663758	protein-coding	XM_003404108.2	XP_003404156.1	343	
NW_003573420.1	27774888	27775589		minus	trace amine-associated receptor 8-like	LOC100673137	100673137	protein-coding	XM_023546774.1	XP_023402542.1	171	
NW_003573420.1	27777444	27781086		plus	uncharacterized gene	LOC100673428	100673428	pseudogene				
NW_003573420.1	27803962	27805048		minus	trace amine-associated receptor 6-like	LOC100673723	100673723	protein-coding	XM_023546958.1	XP_023402726.1	359	
NW_003573420.1	27817850	27819355		minus	uncharacterized gene	LOC100668306	100668306	pseudogene				
NW_003573420.1	27827163	27828318		minus	LOW QUALITY PROTEIN: trace amine-associated receptor 9-like	LOC100674281	100674281	protein-coding	XM_010588400.2	XP_010586702.2	342	
NW_003573420.1	27853866	27893181		plus	syntaxin-7	STX7	100674567	protein-coding	XM_003404017.3	XP_003404065.1	263	
NW_003573420.1	27978364	28103102		plus	DBH-like monooxygenase protein 1	MOXD1	100674858	protein-coding	XM_003404018.3	XP_003404066.1	789	
NW_003573420.1	28296326	28317905		minus	uncharacterized LOC111752604	LOC111752604	111752604	lncRNA	XR_002787497.1			
NW_003573420.1	28521748	28525048		plus	connective tissue growth factor	CTGF	100675144	protein-coding	XM_023547073.1	XP_023402841.1	443	
NW_003573420.1	28611369	28697298		minus	ectonucleotide pyrophosphatase/phosphodiesterase family member 1 isoform X1	ENPP1	100671424	protein-coding	XM_010592283.1	XP_010590585.1	919	
NW_003573420.1	28784617	28897795		minus	ectonucleotide pyrophosphatase/phosphodiesterase family member 3	ENPP3	100675424	protein-coding	XM_003404020.3	XP_003404068.1	894	
