Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NW_020539888.1	7124432	7134876		plus	protein Mpv17	Mpv17	113175022	protein-coding	XM_026383978.1	XP_026239763.1	176	
NW_020539888.1	7135038	7136766		minus	uncharacterized LOC113181254	LOC113181254	113181254	lncRNA	XR_003300580.1			
NW_020539888.1	7136354	7137526		plus	urocortin	Ucn	113181178	protein-coding	XM_026386622.1	XP_026242407.1	127	
NW_020539888.1	7137617	7155612		minus	tripartite motif-containing protein 54	Trim54	113181098	protein-coding	XM_026386506.1	XP_026242291.1	364	
NW_020539888.1	7157443	7159552		minus	dnaJ homolog subfamily C member 5G	Dnajc5g	113201230	protein-coding	XM_026414907.1	XP_026270692.1	187	
NW_020539888.1	7169977	7178523		plus	zinc transporter 3 isoform X1	Slc30a3	113195095	protein-coding	XM_026406545.1	XP_026262330.1	388	
NW_020539888.1	7186294	7209018		minus	CAD protein	Cad	113175384	protein-coding	XM_026379680.1	XP_026235465.1	2242	
NW_020539888.1	7209373	7214230		minus	all-trans retinoic acid-induced differentiation factor isoform X1	Atraid	113198195	protein-coding	XM_026411213.1	XP_026266998.1	229	
NW_020539888.1	7214230	7225773		plus	sodium-dependent multivitamin transporter isoform X1	Slc5a6	113193336	protein-coding	XM_026404198.1	XP_026259983.1	635	
NW_020539888.1	7267096	7272597		minus	transcription factor 23	Tcf23	113192715	protein-coding	XM_026402936.1	XP_026258721.1	214	
NW_020539888.1	7288116	7289548		plus	proline-rich protein 30	Prr30	113196925	protein-coding	XM_026409061.1	XP_026264846.1	407	
NW_020539888.1	7290575	7294237		plus	prolactin regulatory element-binding protein isoform X1	Preb	113191677	protein-coding	XM_026401525.1	XP_026257310.1	417	
NW_020539888.1	7294377	7304675		minus	protein ABHD1	Abhd1	113191809	protein-coding	XM_026401705.1	XP_026257490.1	405	
NW_020539888.1	7304807	7319151		plus	cell growth regulator with EF hand domain protein 1 isoform X1	Cgref1	113191884	protein-coding	XM_026401817.1	XP_026257602.1	322	
NW_020539888.1	7319781	7330568		minus	ketohexokinase isoform X1	Khk	113192167	protein-coding	XM_026402246.1	XP_026258031.1	298	
NW_020539888.1	7330863	7338735		minus	EMILIN-1	Emilin1	113195712	protein-coding	XM_026407374.1	XP_026263159.1	1017	
NW_020539888.1	7345001	7346279		plus	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 4	Ost4	113192635	protein-coding	XM_026402831.1	XP_026258616.1	37	
NW_020539888.1	7346122	7364051		minus	cytosolic carboxypeptidase-like protein 5	Agbl5	113192512	protein-coding	XM_026402733.1	XP_026258518.1	819	
NW_020539888.1	7364394	7364466		minus	tRNA-Ala	Trnaa-agc	113176438	tRNA				
NW_020539888.1	7364803	7364891		minus	tRNA-Tyr	Trnay-gua	113176490	tRNA				
NW_020539888.1	7374625	7384464		minus	transmembrane protein 214	Tmem214	113189960	protein-coding	XM_026399055.1	XP_026254840.1	688	
NW_020539888.1	7391958	7444907		minus	microtubule-associated protein RP/EB family member 3 isoform X1	Mapre3	113191024	protein-coding	XM_026400673.1	XP_026256458.1	281	
NW_020539888.1	7464142	7543322		minus	dihydropyrimidinase-related protein 5	Dpysl5	113193956	protein-coding	XM_026404857.1	XP_026260642.1	564	
NW_020539888.1	7571713	7577709		minus	histone H3-like centromeric protein A	Cenpa	113194464	protein-coding	XM_026405582.1	XP_026261367.1	138	
NW_020539888.1	7588535	7604013		minus	solute carrier family 35 member F6	Slc35f6	113196158	protein-coding	XM_026407943.1	XP_026263728.1	371	
NW_020539888.1	7625222	7661014		minus	potassium channel subfamily K member 3	Kcnk3	113200674	protein-coding	XM_026414215.1	XP_026270000.1	406	
NW_020539888.1	7700641	7752326		plus	calcium and integrin-binding family member 4	Cib4	113198617	protein-coding	XM_026411459.1	XP_026267244.1	185	
NW_020539888.1	7754193	7770213		minus	UPF0573 protein C2orf70 homolog	CUNH2orf70	113183779	protein-coding	XM_026390594.1	XP_026246379.1	201	
NW_020539888.1	7774086	7858223		plus	otoferlin isoform X1	Otof	113186011	protein-coding	XM_026393369.1	XP_026249154.1	1999	
NW_020539888.1	7859985	7902667		minus	dynein regulatory complex protein 1	Drc1	113178773	protein-coding	XM_026383045.1	XP_026238830.1	759	
NW_020539888.1	7911666	7968402		minus	ethanolaminephosphotransferase 1	Selenoi	113178846	protein-coding	XM_026383165.1	XP_026238950.1	361	
NW_020539888.1	7993043	8002984		plus	adhesion G-protein coupled receptor F3	Adgrf3	113178922	protein-coding	XM_026383279.1	XP_026239064.1	1026	
NW_020539888.1	8009208	8048259		minus	trifunctional enzyme subunit beta, mitochondrial	Hadhb	113196376	protein-coding	XM_026408307.1	XP_026264092.1	475	
NW_020539888.1	8048367	8088147		plus	trifunctional enzyme subunit alpha, mitochondrial	Hadha	113196313	protein-coding	XM_026408183.1	XP_026263968.1	763	
NW_020539888.1	8090680	8104904		minus	GRB2-associated and regulator of MAPK protein 2	Garem2	113195800	protein-coding	XM_026407478.1	XP_026263263.1	869	
NW_020539888.1	8126618	8213558		minus	ras-related protein Rab-10	Rab10	113184391	protein-coding	XM_026391118.1	XP_026246903.1	200	
NW_020539888.1	8179554	8179658		minus	U6 spliceosomal RNA	LOC113175531	113175531	snRNA	XR_003299989.1			
NW_020539888.1	8213594	8214789		plus	uncharacterized LOC113192790	LOC113192790	113192790	lncRNA	XR_003302063.1			
NW_020539888.1	8231846	8255031		minus	uncharacterized gene	LOC113179001	113179001	pseudogene				
NW_020539888.1	8258245	8298248		plus	kinesin-like protein KIF3C	Kif3c	113185720	protein-coding	XM_026392972.1	XP_026248757.1	793	
NW_020539888.1	8325606	8473023		plus	putative Polycomb group protein ASXL2	Asxl2	113185067	protein-coding	XM_026392396.1	XP_026248181.1	1436	
NW_020539888.1	8361264	8362643		plus	uncharacterized gene	LOC113185857	113185857	pseudogene				
NW_020539888.1	8364456	8365326		plus	uncharacterized gene	LOC113188699	113188699	pseudogene				
NW_020539888.1	8533537	8764449		plus	dystrobrevin beta isoform X1	Dtnb	113183484	protein-coding	XM_026389833.1	XP_026245618.1	627	
NW_020539888.1	8742427	8742771		minus	uncharacterized gene	LOC113189477	113189477	pseudogene				
NW_020539888.1	8802859	8893771		plus	DNA (cytosine-5)-methyltransferase 3A isoform X1	Dnmt3a	113201455	protein-coding	XM_026415245.1	XP_026271030.1	972	
NW_020539888.1	8947468	8950535		plus	pro-opiomelanocortin	Pomc	113193519	protein-coding	XM_026404154.1	XP_026259939.1	260	
NW_020539888.1	8956417	9033295		minus	protein EFR3 homolog B	Efr3b	113193438	protein-coding	XM_026404048.1	XP_026259833.1	817	
NW_020539888.1	9078190	9116526		plus	dnaJ homolog subfamily C member 27 isoform X1	Dnajc27	113193729	protein-coding	XM_026404524.1	XP_026260309.1	273	
NW_020539888.1	9135039	9221735		plus	adenylate cyclase type 3	Adcy3	113189496	protein-coding	XM_026398336.1	XP_026254121.1	1144	
NW_020539888.1	9196424	9196861		minus	uncharacterized gene	LOC113189647	113189647	pseudogene				
NW_020539888.1	9222577	9238748		minus	centromere protein O	Cenpo	113189567	protein-coding	XM_026398455.1	XP_026254240.1	299	
NW_020539888.1	9238734	9243006		plus	putative peptidyl-tRNA hydrolase PTRHD1	Ptrhd1	113189732	protein-coding	XM_026398675.1	XP_026254460.1	140	
NW_020539888.1	9255797	9514627		minus	nuclear receptor coactivator 1 isoform X1	Ncoa1	113180111	protein-coding	XM_026384981.1	XP_026240766.1	1442	
NW_020539888.1	9307338	9307957		minus	uncharacterized gene	LOC113190210	113190210	pseudogene				
NW_020539888.1	9623833	9751195		plus	intersectin-2 isoform X1	Itsn2	113179920	protein-coding	XM_026385032.1	XP_026240817.1	1682	
NW_020539888.1	9752350	9767769		minus	protein FAM228A	Fam228a	113179067	protein-coding	XM_026383509.1	XP_026239294.1	314	
NW_020539888.1	9775230	9797238		minus	protein FAM228B isoform X1	Fam228b	113198103	protein-coding	XM_026410729.1	XP_026266514.1	399	
NW_020539888.1	9797240	9801712		plus	profilin-4	Pfn4	113198500	protein-coding	XM_026411260.1	XP_026267045.1	129	
NW_020539888.1	9807849	9814695		plus	quinone oxidoreductase PIG3	Tp53i3	113179156	protein-coding	XM_026383623.1	XP_026239408.1	299	
NW_020539888.1	9815272	9826424		plus	splicing factor 3B subunit 6	Sf3b6	113186312	protein-coding	XM_026393751.1	XP_026249536.1	125	
NW_020539888.1	9828960	9840111		minus	peptidyl-prolyl cis-trans isomerase FKBP1B isoform X1	Fkbp1b	113192838	protein-coding	XM_026403121.1	XP_026258906.1	108	
NW_020539888.1	9841999	9860334		plus	WD repeat and coiled-coil-containing protein isoform X1	Wdcp	113194258	protein-coding	XM_026405311.1	XP_026261096.1	708	
NW_020539888.1	9855776	9856236		plus	60S ribosomal protein L30-like	LOC113194394	113194394	protein-coding	XM_026405490.1	XP_026261275.1	115	
NW_020539888.1	9864505	9876950		minus	major facilitator superfamily domain-containing protein 2B	Mfsd2b	113179221	protein-coding	XM_026383738.1	XP_026239523.1	591	
NW_020539888.1	9884938	9916084		minus	UBX domain-containing protein 2A	Ubxn2a	113190660	protein-coding	XM_026400169.1	XP_026255954.1	258	
NW_020539888.1	9920991	10061982		plus	ATPase family AAA domain-containing protein 2B isoform X1	Atad2b	113185264	protein-coding	XM_026392374.1	XP_026248159.1	1458	
NW_020539888.1	10078284	10360628		minus	kelch-like protein 29 isoform X1	Klhl29	113184470	protein-coding	XM_026391222.1	XP_026247007.1	982	
NW_020539888.1	10217050	10224996		plus	uncharacterized LOC113184913	LOC113184913	113184913	lncRNA	XR_003301078.1			
NW_020539888.1	10238985	10262749		plus	uncharacterized LOC113184845	LOC113184845	113184845	lncRNA	XR_003301055.1			
NW_020539888.1	10589780	10589888		plus	U6 spliceosomal RNA	LOC113175696	113175696	snRNA	XR_003300001.1			
NW_020539888.1	12338963	12344802		minus	uncharacterized gene	LOC113179466	113179466	pseudogene				
NW_020539888.1	12359078	12365347		minus	tudor domain-containing protein 15	Tdrd15	113179551	protein-coding	XM_026384244.1	XP_026240029.1	2089	
NW_020539888.1	12444339	12484727		plus	apolipoprotein B-100 isoform X1	Apob	113184184	protein-coding	XM_026390830.1	XP_026246615.1	4568	
NW_020539888.1	12544878	12544946		plus	tRNA-Ala	Trnaa-cgc	113176318	tRNA				
NW_020539888.1	12643497	12733753		plus	lipid droplet-associated hydrolase isoform X1	Ldah	113187161	protein-coding	XM_026394912.1	XP_026250697.1	325	
NW_020539888.1	12747304	12751406		minus	growth/differentiation factor 7-like isoform X1	LOC113199348	113199348	protein-coding	XM_026412294.1	XP_026268079.1	445	
NW_020539888.1	12754119	12758140		minus	growth/differentiation factor 7-like isoform X1	LOC113200373	113200373	protein-coding	XM_026413814.1	XP_026269599.1	445	
NW_020539888.1	12772953	12807275		plus	HCLS1-binding protein 3	Hs1bp3	113191599	protein-coding	XM_026401417.1	XP_026257202.1	393	
NW_020539888.1	12955480	12956456		minus	rho-related GTP-binding protein RhoB	Rhob	113187094	protein-coding	XM_026394786.1	XP_026250571.1	197	
NW_020539888.1	12988121	12995577		minus	b(0,+)-type amino acid transporter 1-like	LOC113200914	113200914	protein-coding	XM_026414545.1	XP_026270330.1	488	
NW_020539888.1	13034948	13122686		plus	pumilio homolog 2	Pum2	113179614	protein-coding	XM_026384353.1	XP_026240138.1	1054	
NW_020539888.1	13128223	13128894		minus	uncharacterized gene	LOC113199051	113199051	pseudogene				
NW_020539888.1	13146509	13168252		plus	syndecan-1	Sdc1	113193593	protein-coding	XM_026404275.1	XP_026260060.1	311	
NW_020539888.1	13288156	13304985		plus	lysosomal-associated transmembrane protein 4A	Laptm4a	113196457	protein-coding	XM_026408429.1	XP_026264214.1	233	
NW_020539888.1	13321530	13340323		plus	matrilin-3	Matn3	113201021	protein-coding	XM_026414619.1	XP_026270404.1	483	
NW_020539888.1	13343689	13403444		plus	WD repeat-containing protein 35	Wdr35	113197000	protein-coding	XM_026409173.1	XP_026264958.1	1170	
NW_020539888.1	13408032	13418913		plus	tetratricopeptide repeat protein 32 isoform X1	Ttc32	113194972	protein-coding	XM_026406357.1	XP_026262142.1	160	
NW_020539888.1	13867361	13874370		plus	protein odd-skipped-related 1	Osr1	113192341	protein-coding	XM_026402509.1	XP_026258294.1	266	
NW_020539888.1	14251652	14259995		plus	uncharacterized LOC113201645, transcript variant X2	LOC113201645	113201645	lncRNA	XR_003299922.1			
NW_020539888.1	14478991	14479483		plus	uncharacterized gene	LOC113179696	113179696	pseudogene				
NW_020539888.1	14506867	14525186		plus	cytosolic 5'-nucleotidase 1B-like	LOC113179795	113179795	protein-coding	XM_026384560.1	XP_026240345.1	627	
NW_020539888.1	14528349	14533655		plus	retinol dehydrogenase 14	LOC113184099	113184099	protein-coding	XM_026390725.1	XP_026246510.1	336	
NW_020539888.1	14722786	14722892		minus	U6 spliceosomal RNA	LOC113176028	113176028	snRNA	XR_003300035.1			
NW_020539888.1	14911467	14912447		plus	uncharacterized gene	LOC113179873	113179873	pseudogene				
NW_020539888.1	15036353	15037786		minus	potassium voltage-gated channel subfamily S member 3	Kcns3	113200210	protein-coding	XM_026413614.1	XP_026269399.1	317	
NW_020539888.1	15055369	15081124		minus	uncharacterized LOC113200296, transcript variant X2	LOC113200296	113200296	lncRNA	XR_003303036.1			
NW_020539888.1	15114325	15114906		minus	mesogenin-1	Msgn1	113186663	protein-coding	XM_026394542.1	XP_026250327.1	193	
NW_020539888.1	15141507	15167484		minus	flap endonuclease GEN homolog 1	Gen1	113193203	protein-coding	XM_026403646.1	XP_026259431.1	913	
NW_020539888.1	15167913	15243448		plus	structural maintenance of chromosomes protein 6 isoform X1	Smc6	113193023	protein-coding	XM_026403371.1	XP_026259156.1	1095	
NW_020539888.1	15249904	15369089		minus	visinin-like protein 1 isoform X1	Vsnl1	113195429	protein-coding	XM_026406990.1	XP_026262775.1	191	
NW_020539888.1	15397117	15413832		plus	LOW QUALITY PROTEIN: RAD51-associated protein 2	Rad51ap2	113179945	protein-coding	XM_026384764.1	XP_026240549.1	1189	
NW_020539888.1	16084336	16179662		plus	protein FAM49A isoform X1	Fam49a	113190795	protein-coding	XM_026400321.1	XP_026256106.1	323	
NW_020539888.1	16652784	16658933		minus	N-myc proto-oncogene protein isoform X1	Mycn	113197063	protein-coding	XM_026409284.1	XP_026265069.1	460	
NW_020539888.1	16659130	16659328		plus	LOW QUALITY PROTEIN: N-cym protein	Mycnos	113180026	protein-coding	XM_026384873.1	XP_026240658.1	65	
NW_020539888.1	16919522	16956792		minus	ATP-dependent RNA helicase DDX1	Ddx1	113187008	protein-coding	XM_026394675.1	XP_026250460.1	740	
NW_020539888.1	16976709	17299593		plus	neuroblastoma-amplified sequence isoform X1	Nbas	113187444	protein-coding	XM_026395637.1	XP_026251422.1	2367	
NW_020539888.1	17736544	17739848		minus	protein FAM84A	Fam84a	113195867	protein-coding	XM_026407604.1	XP_026263389.1	292	
NW_020539888.1	19135485	19146869		minus	uncharacterized LOC113184548	LOC113184548	113184548	lncRNA	XR_003301044.1			
NW_020539888.1	19153639	19178143		minus	tribbles homolog 2	Trib2	113197312	protein-coding	XM_026409603.1	XP_026265388.1	343	
NW_020539888.1	19712781	19712886		minus	U6 spliceosomal RNA	LOC113176206	113176206	snRNA	XR_003300045.1			
NW_020539888.1	19907435	20017397		minus	phosphatidate phosphatase LPIN1 isoform X1	Lpin1	113182834	protein-coding	XM_026388963.1	XP_026244748.1	1029	
NW_020539888.1	19993398	20000756		plus	uncharacterized LOC113183345	LOC113183345	113183345	lncRNA	XR_003300863.1			
NW_020539888.1	20026028	20034153		plus	neurotensin receptor type 2	Ntsr2	113183264	protein-coding	XM_026389576.1	XP_026245361.1	416	
NW_020539888.1	20045820	20111155		minus	protein GREB1 isoform X1	Greb1	113194787	protein-coding	XM_026406081.1	XP_026261866.1	1951	
NW_020539888.1	20187243	20205587		plus	transcription factor E2F6	E2f6	113184963	protein-coding	XM_026391914.1	XP_026247699.1	458	
NW_020539888.1	20285506	20421536		plus	LOW QUALITY PROTEIN: rho-associated protein kinase 2	Rock2	113180576	protein-coding	XM_026385707.1	XP_026241492.1	1384	
NW_020539888.1	20422303	20436795		minus	PQ-loop repeat-containing protein 3	Pqlc3	113198688	protein-coding	XM_026411570.1	XP_026267355.1	202	
NW_020539888.1	20442202	20449493		minus	uncharacterized protein C2orf50 homolog	CUNH2orf50	113180660	protein-coding	XM_026385823.1	XP_026241608.1	151	
NW_020539888.1	20467199	20467307		minus	U6 spliceosomal RNA	LOC113175634	113175634	snRNA	XR_003299999.1			
NW_020539888.1	20599688	20601172		minus	potassium voltage-gated channel subfamily F member 1	Kcnf1	113201393	protein-coding	XM_026415135.1	XP_026270920.1	494	
NW_020539888.1	20678780	20701064		plus	protein disulfide-isomerase A6	Pdia6	113185937	protein-coding	XM_026393262.1	XP_026249047.1	440	
NW_020539888.1	20700242	20749042		minus	V-type proton ATPase subunit C 2 isoform X1	Atp6v1c2	113185804	protein-coding	XM_026393075.1	XP_026248860.1	457	
NW_020539888.1	20780338	20869274		plus	nucleolar protein 10	Nol10	113186871	protein-coding	XM_026394503.1	XP_026250288.1	688	
NW_020539888.1	20886648	20891809		plus	uncharacterized LOC113186953	LOC113186953	113186953	lncRNA	XR_003301361.1			
NW_020539888.1	20984352	20984485		plus	small nucleolar RNA SNORA42/SNORA80 family	LOC113175974	113175974	snoRNA	XR_003300026.1			
NW_020539888.1	20987241	20991043		plus	ornithine decarboxylase	Odc1	113180837	protein-coding	XM_026386020.1	XP_026241805.1	291	
NW_020539888.1	20999058	21104763		minus	hippocalcin-like protein 1	Hpcal1	113187293	protein-coding	XM_026395062.1	XP_026250847.1	193	
NW_020539888.1	21136553	21241315		minus	ribonucleoside-diphosphate reductase subunit M2	Rrm2	113180907	protein-coding	XM_026386141.1	XP_026241926.1	221	
NW_020539888.1	21264683	21267614		minus	uncharacterized LOC113188598	LOC113188598	113188598	lncRNA	XR_003301563.1			
NW_020539888.1	21270754	21289474		plus	cystin-1 isoform X1	Cys1	113188477	protein-coding	XM_026396816.1	XP_026252601.1	158	
NW_020539888.1	21292690	21303812		minus	Krueppel-like factor 11 isoform X1	Klf11	113187809	protein-coding	XM_026395868.1	XP_026251653.1	518	
NW_020539888.1	21337245	21384932		minus	grainyhead-like protein 1 homolog	Grhl1	113188130	protein-coding	XM_026396340.1	XP_026252125.1	618	
NW_020539888.1	21399346	21486339		minus	TATA box-binding protein-associated factor RNA polymerase I subunit B isoform X1	Taf1b	113196029	protein-coding	XM_026407765.1	XP_026263550.1	590	
NW_020539888.1	21474370	21474440		plus	tRNA-Ala	Trnaa-cgc	113176377	tRNA				
NW_020539888.1	21602523	21602629		minus	U6 spliceosomal RNA	LOC113175478	113175478	snRNA	XR_003299980.1			
NW_020539888.1	21630683	21630785		plus	U6 spliceosomal RNA	LOC113176151	113176151	snRNA	XR_003300042.1			
