Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_045426.1	3635052	3703766	1	plus	septin-7 isoform X3	SEPTIN7	100931035	protein-coding	XM_023498535.2	XP_023354303.2	419	
NC_045426.1	3703250	3705784	1	minus	uncharacterized LOC116421522	LOC116421522	116421522	lncRNA	XR_004231910.1			
NC_045426.1	3737079	3738964	1	plus	uncharacterized gene	LOC111719526	111719526	pseudogene				
NC_045426.1	3770570	3807506	1	plus	endonuclease/exonuclease/phosphatase family domain-containing protein 1	EEPD1	100922710	protein-coding	XM_031951709.1	XP_031807569.1	569	
NC_045426.1	3814113	3835757	1	minus	uncharacterized protein KIAA0895 homolog	KIAA0895	100922450	protein-coding	XM_031968618.1	XP_031824478.1	595	
NC_045426.1	3850060	3864606	1	plus	LOW QUALITY PROTEIN: anillin	ANLN	100922194	protein-coding	XM_031936740.1	XP_031792600.1	805	
NC_045426.1	3874654	4007766	1	minus	LOW QUALITY PROTEIN: acyloxyacyl hydrolase	AOAH	100913760	protein-coding	XM_031951714.1	XP_031807574.1	512	
NC_045426.1	4044376	4223532	1	minus	engulfment and cell motility protein 1	ELMO1	100915231	protein-coding	XM_031951720.1	XP_031807580.1	727	
NC_045426.1	4230980	4233552	1	plus	uncharacterized LOC111719488	LOC111719488	111719488	lncRNA	XR_002769623.2			
NC_045426.1	4401606	4410225	1	plus	probable G-protein coupled receptor 141	GPR141	100918015	protein-coding	XM_031951730.1	XP_031807590.1	290	
NC_045426.1	4470055	4481527	1	minus	LOW QUALITY PROTEIN: serine/threonine-protein kinase 17A	STK17A	100932431	protein-coding	XM_031951739.1	XP_031807599.1	392	
NC_045426.1	4492470	4732805	1	minus	E3 ubiquitin-protein ligase HECW1	HECW1	100932175	protein-coding	XM_031951752.1	XP_031807612.1	1629	
NC_045426.1	4832429	4835745	1	minus	39S ribosomal protein L32, mitochondrial	MRPL32	100929988	protein-coding	XM_031951768.1	XP_031807628.1	187	
NC_045426.1	4835829	4847086	1	plus	proteasome subunit alpha type-2	PSMA2	100930249	protein-coding	XM_031951757.1	XP_031807617.1	234	
NC_045426.1	4847989	4852370	1	plus	UPF0415 protein C7orf25 homolog	C1H7orf25	100930502	protein-coding	XM_031951779.1	XP_031807639.1	422	
NC_045426.1	5259233	5506899	1	plus	transcriptional activator GLI3	GLI3	100929554	protein-coding	XM_003762657.2	XP_003762705.2	1583	
NC_045426.1	5401676	5408175	1	minus	uncharacterized LOC116421532	LOC116421532	116421532	lncRNA	XR_004231928.1			
NC_045426.1	5758607	5774188	1	plus	inhibin beta A chain	INHBA	100924883	protein-coding	XM_031951811.1	XP_031807671.1	428	
NC_045426.1	5925560	6019350	1	plus	uncharacterized LOC116421533, transcript variant X2	LOC116421533	116421533	lncRNA	XR_004231929.1			
NC_045426.1	6447971	6985607	1	minus	succinate--hydroxymethylglutarate CoA-transferase isoform X1	SUGCT	100917495	protein-coding	XM_031951825.1	XP_031807685.1	439	
NC_045426.1	6985790	6993306	1	plus	M-phase-specific PLK1-interacting protein	MPLKIP	111719486	protein-coding	XM_031951840.1	XP_031807700.1	155	
NC_045426.1	7000287	7102285	1	minus	cyclin-dependent kinase 13	CDK13	100923056	protein-coding	XM_031961603.1	XP_031817463.1	1402	
NC_045426.1	7182132	7244309	1	minus	ras-related protein Ral-A	RALA	100922286	protein-coding	XM_003762630.4	XP_003762678.1	206	
NC_045426.1	7261161	7267890	1	minus	protein YAE1 homolog	YAE1	100922797	protein-coding	XM_023498355.2	XP_023354123.1	227	
NC_045426.1	7369714	7428922	1	plus	uncharacterized LOC116421534	LOC116421534	116421534	lncRNA	XR_004231933.1			
NC_045426.1	7877758	8031196	1	plus	vacuolar protein sorting-associated protein 41 homolog isoform X1	VPS41	100922541	protein-coding	XM_031951898.1	XP_031807758.1	892	
NC_045426.1	8096062	8277076	1	plus	amphiphysin isoform X1	AMPH	100930687	protein-coding	XM_031951921.1	XP_031807781.1	688	
NC_045426.1	8292716	8293674	1	plus	uncharacterized gene	LOC100935654	100935654	V_segment				
NC_045426.1	8292716	8293674	1	plus	uncharacterized gene	LOC100935654	100935654	other				
NC_045426.1	8299655	8324064	1	plus	uncharacterized gene	LOC100935656	100935656	V_segment				
NC_045426.1	8299655	8324064	1	plus	uncharacterized gene	LOC100935656	100935656	other				
NC_045426.1	8326722	8327438	1	plus	uncharacterized gene	LOC116422697	116422697	V_segment				
NC_045426.1	8326722	8327438	1	plus	uncharacterized gene	LOC116422697	116422697	other				
NC_045426.1	8333031	8333794	1	plus	uncharacterized gene	LOC116422737	116422737	V_segment				
NC_045426.1	8333031	8333794	1	plus	uncharacterized gene	LOC116422737	116422737	other				
NC_045426.1	8339350	8340753	1	plus	uncharacterized gene	LOC116422756	116422756	V_segment				
NC_045426.1	8339350	8340753	1	plus	uncharacterized gene	LOC116422756	116422756	other				
NC_045426.1	8351557	8390580	1	plus	TCR gamma alternate reading frame protein	LOC100934073	100934073	protein-coding	XM_031962023.1	XP_031817883.1	339	
NC_045426.1	8395483	8449128	1	minus	STARD3 N-terminal-like protein	STARD3NL	100933810	protein-coding	XM_023498648.2	XP_023354416.1	235	
NC_045426.1	8598208	8619507	1	minus	mammalian ependymin-related protein 1	EPDR1	100921320	protein-coding	XM_031951966.1	XP_031807826.1	344	
NC_045426.1	8635305	8648684	1	plus	secreted frizzled-related protein 4	SFRP4	100921057	protein-coding	XM_031951977.1	XP_031807837.1	425	
NC_045426.1	8664575	8725537	1	minus	thioredoxin domain-containing protein 3 isoform X1	NME8	100920797	protein-coding	XM_031951990.1	XP_031807850.1	656	
NC_045426.1	8770991	8825372	1	plus	protein bicaudal D homolog 2 isoform X1	BICD2	100920535	protein-coding	XM_031952009.1	XP_031807869.1	848	
NC_045426.1	8832416	8862381	1	minus	transketolase	TKT	100920276	protein-coding	XM_031952024.1	XP_031807884.1	623	
NC_045426.1	8898411	8936503	1	minus	mRNA-decapping enzyme 1A	DCP1A	100920013	protein-coding	XM_031952032.1	XP_031807892.1	525	
NC_045426.1	9041155	9330813	1	plus	voltage-dependent L-type calcium channel subunit alpha-1D isoform X1	CACNA1D	100919750	protein-coding	XM_031952040.1	XP_031807900.1	1898	
NC_045426.1	9285247	9286144	1	minus	uncharacterized gene	LOC105749614	105749614	pseudogene				
NC_045426.1	9340397	9370644	1	minus	choline dehydrogenase, mitochondrial	CHDH	100919229	protein-coding	XM_031952070.1	XP_031807930.1	589	
NC_045426.1	9371292	9386655	1	plus	LOW QUALITY PROTEIN: interleukin-17 receptor B	IL17RB	100918968	protein-coding	XM_031962171.1	XP_031818031.1	611	
NC_045426.1	9386185	9394173	1	minus	actin-related protein 8	ACTR8	100918711	protein-coding	XM_031952080.1	XP_031807940.1	482	
NC_045426.1	9399324	9406338	1	minus	selenoprotein K isoform X1	SELENOK	100918450	protein-coding	XM_031952086.1	XP_031807946.1	93	
NC_045426.1	9409245	9410615	1	minus	uncharacterized LOC116422444, transcript variant X2	LOC116422444	116422444	lncRNA	XR_004233092.1			
NC_045426.1	9628407	10639355	1	plus	voltage-dependent calcium channel subunit alpha-2/delta-3 isoform X1	CACNA2D3	100918190	protein-coding	XM_031952106.1	XP_031807966.1	952	
NC_045426.1	10028212	10028496	1	minus	uncharacterized gene	LOC100917405	100917405	pseudogene				
NC_045426.1	10471312	10493967	1	minus	leucine-rich repeat and transmembrane domain-containing protein 1	LRTM1	105749613	protein-coding	XM_031949147.1	XP_031805007.1	406	
NC_045426.1	10638347	10665332	1	minus	uncharacterized LOC116421554	LOC116421554	116421554	lncRNA	XR_004231959.1			
NC_045426.1	11128571	11147812	1	minus	protein Wnt-5a	WNT5A	100917926	protein-coding	XM_031952156.1	XP_031808016.1	382	
NC_045426.1	11185058	12166831	1	minus	LOW QUALITY PROTEIN: ERC protein 2	ERC2	116421555	protein-coding	XM_031952165.1	XP_031808025.1	956	
NC_045426.1	12166354	12168459	1	plus	collagen alpha-1(I) chain-like	LOC116422783	116422783	protein-coding	XM_031962260.1	XP_031818120.1	701	
NC_045426.1	12244267	12287679	1	plus	coiled-coil domain-containing protein 66 isoform X1	CCDC66	100916621	protein-coding	XM_031952223.1	XP_031808083.1	996	
NC_045426.1	12266904	12363357	1	minus	protein TASOR isoform X1	TASOR	100916361	protein-coding	XM_031952174.1	XP_031808034.1	1520	
NC_045426.1	12299696	12302442	1	plus	uncharacterized LOC116421561	LOC116421561	116421561	lncRNA	XR_004231971.1			
NC_045426.1	12448658	12689340	1	minus	rho guanine nucleotide exchange factor 3 isoform X1	ARHGEF3	100916096	protein-coding	XM_031952275.1	XP_031808135.1	554	
NC_045426.1	12543181	12543315	1	minus	uncharacterized gene	LOC111719485	111719485	pseudogene				
NC_045426.1	12708013	12791758	1	minus	LOW QUALITY PROTEIN: interleukin-17 receptor D	IL17RD	100915839	protein-coding	XM_031952296.1	XP_031808156.1	724	
NC_045426.1	12822085	12826461	1	minus	homeobox expressed in ES cells 1	HESX1	100928010	protein-coding	XM_003762652.2	XP_003762700.2	189	
NC_045426.1	12850144	12868842	1	plus	myeloid differentiation primary response protein MyD88	MYD88	100927751	protein-coding	XM_023498373.2	XP_023354141.2	306	
NC_045426.1	12891997	12988761	1	plus	serine/threonine-protein kinase OSR1 isoform X1	OXSR1	100927490	protein-coding	XM_031952337.1	XP_031808197.1	466	
NC_045426.1	12988834	13010956	1	plus	solute carrier family 22 member 13	LOC100927240	100927240	protein-coding	XM_003762649.3	XP_003762697.1	552	
NC_045426.1	13047974	13069261	1	plus	solute carrier family 22 member 14 isoform X1	LOC100926983	100926983	protein-coding	XM_023498370.2	XP_023354138.1	607	
NC_045426.1	13078338	13089139	1	plus	xin actin-binding repeat-containing protein 1 isoform X1	XIRP1	100926728	protein-coding	XM_031952372.1	XP_031808232.1	2152	
NC_045426.1	13132892	13146207	1	plus	cysteine/serine-rich nuclear protein 1	CSRNP1	116421567	protein-coding	XM_031952389.1	XP_031808249.1	555	
NC_045426.1	13154852	13194105	1	minus	tetratricopeptide repeat protein 21A isoform X1	TTC21A	100926466	protein-coding	XM_031952408.1	XP_031808268.1	1314	
NC_045426.1	13194234	13215845	1	plus	Golgi reassembly-stacking protein 1	GORASP1	100926203	protein-coding	XM_031952444.1	XP_031808304.1	414	
NC_045426.1	13217286	13265045	1	minus	WD repeat-containing protein 48 isoform X1	WDR48	100925941	protein-coding	XM_031952429.1	XP_031808289.1	704	
NC_045426.1	13330341	13437299	1	plus	sodium channel protein type 11 subunit alpha isoform X1	SCN11A	100925678	protein-coding	XM_031952451.1	XP_031808311.1	1827	
NC_045426.1	13495714	13597306	1	plus	sodium channel protein type 10 subunit alpha isoform X1	SCN10A	100925417	protein-coding	XM_031952469.1	XP_031808329.1	2005	
NC_045426.1	13661561	13786499	1	plus	sodium channel protein type 5 subunit alpha isoform X1	LOC100925158	100925158	protein-coding	XM_031952487.1	XP_031808347.1	1981	
NC_045426.1	13824821	13844636	1	minus	nuclease EXOG, mitochondrial	EXOG	111719580	protein-coding	XM_031952500.1	XP_031808360.1	366	
NC_045426.1	13953970	13956656	1	minus	EPM2A-interacting protein 1	EPM2AIP1	116422796	protein-coding	XM_031962349.1	XP_031818209.1	754	
NC_045426.1	13956037	14001577	1	plus	DNA mismatch repair protein Mlh1	MLH1	100931562	protein-coding	XM_031952508.1	XP_031808368.1	740	
NC_045426.1	14007261	14071715	1	minus	leucine-rich repeat flightless-interacting protein 2 isoform X19	LRRFIP2	100931034	protein-coding	XM_012543931.3	XP_012399385.1	400	
NC_045426.1	14158698	14161383	1	plus	uncharacterized LOC116422458	LOC116422458	116422458	lncRNA	XR_004233110.1			
NC_045426.1	14201619	14299901	1	plus	golgin subfamily A member 4 isoform X1	GOLGA4	100924896	protein-coding	XM_031952645.1	XP_031808505.1	2150	
NC_045426.1	14344011	14631378	1	plus	integrin alpha-9	ITGA9	100924632	protein-coding	XM_031962459.1	XP_031818319.1	1076	
NC_045426.1	14767149	14770363	1	minus	neurogenic differentiation factor 6	NEUROD6	100923844	protein-coding	XM_003762636.3	XP_003762684.1	337	
NC_045426.1	14919736	15042522	1	plus	protein ITPRID1	ITPRID1	105749615	protein-coding	XM_031952687.1	XP_031808547.1	1083	
NC_045426.1	15093663	15114478	1	plus	protein phosphatase 1 regulatory subunit 17	PPP1R17	100924372	protein-coding	XM_031952693.1	XP_031808553.1	155	
NC_045426.1	15108666	15114901	1	minus	uncharacterized LOC116421589, transcript variant X2	LOC116421589	116421589	lncRNA	XR_004232032.1			
NC_045426.1	15163113	15529935	1	minus	calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C isoform X1	PDE1C	100924108	protein-coding	XM_031952709.1	XP_031808569.1	706	
NC_045426.1	15668407	15678262	1	minus	U6 snRNA-associated Sm-like protein LSm5	LSM5	100917493	protein-coding	XM_031952789.1	XP_031808649.1	91	
NC_045426.1	15813321	15874296	1	plus	late secretory pathway protein AVL9 homolog isoform X1	AVL9	100928786	protein-coding	XM_031952799.1	XP_031808659.1	647	
NC_045426.1	15881274	15908359	1	minus	kelch repeat and BTB domain-containing protein 2	KBTBD2	100928526	protein-coding	XM_031952813.1	XP_031808673.1	623	
NC_045426.1	15908889	15918051	1	minus	basic salivary proline-rich protein 2-like	LOC116422812	116422812	protein-coding	XM_031962547.1	XP_031818407.1	473	
NC_045426.1	15916467	15932211	1	plus	uncharacterized protein LOC100929045 isoform X1	LOC100929045	100929045	protein-coding	XM_031952820.1	XP_031808680.1	2094	
NC_045426.1	15970387	15973651	1	plus	uncharacterized gene	LOC105749619	105749619	pseudogene				
NC_045426.1	16026903	16031549	1	plus	uncharacterized gene	LOC100929297	100929297	pseudogene				
NC_045426.1	16063832	16077385	1	plus	uncharacterized LOC116421599	LOC116421599	116421599	lncRNA	XR_004232050.1			
NC_045426.1	16078480	16106504	1	minus	retinitis pigmentosa 9 protein	RP9	100917318	protein-coding	XM_031952893.1	XP_031808753.1	211	
NC_045426.1	16122234	16142297	1	plus	peptidyl-prolyl cis-trans isomerase FKBP9	FKBP9	100919661	protein-coding	XM_031952910.1	XP_031808770.1	575	
NC_045426.1	16145222	16173820	1	minus	cytosolic 5'-nucleotidase 3A	NT5C3A	100919925	protein-coding	XM_031952913.1	XP_031808773.1	297	
NC_045426.1	16166721	16169710	1	plus	uncharacterized LOC116421602	LOC116421602	116421602	lncRNA	XR_004232051.1			
NC_045426.1	16214890	16497809	1	plus	protein PTHB1 isoform X1	BBS9	100920184	protein-coding	XM_031952936.1	XP_031808796.1	887	
NC_045426.1	16400452	16442147	1	minus	uncharacterized LOC116421603	LOC116421603	116421603	lncRNA	XR_004232053.1			
NC_045426.1	16817183	17080103	1	plus	BMP-binding endothelial regulator protein	BMPER	100920445	protein-coding	XM_031952980.1	XP_031808840.1	686	
NC_045426.1	17201857	17280493	1	plus	uncharacterized LOC116421606	LOC116421606	116421606	lncRNA	XR_004232062.1			
NC_045426.1	17407538	17408455	1	minus	pre-mRNA-splicing factor 38A-like	LOC100929162	100929162	protein-coding	XM_031962644.1	XP_031818504.1	275	
NC_045426.1	17497544	17654604	1	plus	neuropeptide S receptor isoform X1	NPSR1	100918868	protein-coding	XM_003762318.2	XP_003762366.1	370	
NC_045426.1	17711955	17712630	1	minus	uncharacterized gene	LOC100920706	100920706	pseudogene				
NC_045426.1	17721474	17827797	1	minus	probable C-mannosyltransferase DPY19L1	DPY19L1	100920964	protein-coding	XM_031953001.1	XP_031808861.1	753	
NC_045426.1	17845171	17989187	1	minus	probable C-mannosyltransferase DPY19L1 isoform X1	LOC100921232	100921232	protein-coding	XM_031953014.1	XP_031808874.1	820	
